날짜,리뷰,별점,month
2020년 12월 14일,잘 사용하고 있습니다 . 위젯이 4*2사이즈 에 모든 기능을 다 넣은 것 하나밖에 없는데 결제기능만 넣은 4*1나 2*2등 심플한 사이즈로도 위젯이 추가되었으면 좋겠습니다 추후 업데이트에 반영해 주셨으면 합니다,4,2020년
2022년 7월 25일,인증방법을 꼭 주민등록증으로 해야하는 건가요? 제가 주민등록증을 잃어버려서 언제 발급받았는지 기억이 안나는데 이것 때문에 저번에 개인적인 일로도 좋지 못한 상황이 생겼는데 이번에도 또 좋지 못한 상황이 생겼어요 꼭 주민등록증으로 인증해야하지 않는 이상 다른 인증방법도 만들어놨으면 좋겠네요,1,2022년
2021년 4월 7일,"아니 무슨 연결성공 계좌,카드 이용내역을 볼 수 있습니다 라는 페이지까지 떴는데 잔액확인을 누르니까 무슨 다시 계좌 연결하라는 페이지로 이동합니까??? 네이버페이 처럼 계좌 다 연결해놓고 확인하려고 했더니 계좌연결도 안되고 잔액확인도 안되고 적금통장은 연결조차 안되네요",1,2021년
2022년 3월 7일,증권은 베타라 아직 이런가요? 기능도 갖추지 않은 듯하고.. 많이 부족해 보이네요.. 소액만 사용해보고 넘어가려 했는데..아직 넘어가면 안될 것 같네요. 통장에서 자동 충전 되는것 외엔 너무 불편하네요.. 기대했는데 생각보다 별로입니다. 그리고 증권플러스 연동 빨리 되면 좋겠네요. 그래야 그나마 쓸 듯..,1,2022년
2021년 9월 26일,카카오페이로 모바일 교통카드를 이용하는데 농협콕뱅크 앱 설치만 되어있어도 사용불가하네요. 콕뱅크에는 교통카드기능을 신청도 하지 않았는데 단순설치만 되어있어도 안되고 콕뱅크 앱을 삭제해야만 이용이 됩니다. 현재 농협콕뱅크앱은 삭제하고 필요할때마다 재설치해서 사용하고 있어서 매우 불편합니다. 원인 확인후 해결부탁드립니다.,1,2021년
2022년 4월 26일,카카오페이 앱에서 공모주알리미 서비스 잘 이용하고 있었는데 지난주 부턴가 알림이 오지 않습니다. 다시 알람 설정하고 싶은데 설정 기능이 없어진 것 같은데 설정할 수 있는 방법 알려주세요.,5,2022년
2022년 1월 19일,업데이트 되고 메뉴가 늘어나는데..도대체 충전버튼은 어디있나요? 기본기능이 좀 쉬웠음좋겠는데 충전버튼 찾다가 스트레스받아서 카톡들어가서 함. 짜증나서 앱 지움.,1,2022년
2019년 6월 5일,앱이 따로 나와서 사용하기 정말 좋아졌는데 아직 카카오톡에 있는 기능이 완전히 이전되지는 않은것 같습니다. 제휴업체도 조회가 아직 안되고 무엇보다 카카오페이에 등록한 카드를 아직 이 앱에서는 관리가 안된다는게 아쉽습니다. 카카오톡 앱과 이 앱으로 기능이 나뉘어있는걸 통합했으면 하는 바람입니다.,4,2019년
2020년 3월 31일,"중국 Alipay따라하려곤 하는데 편리성, 효과성, 신뢰성, 기능성 모든 면에서 딸리는 앱. 진짜 궁금한게 어떻게 모바일과 현장결제시 카드로 결제하는게 카카오페이로 결제 하는 것 보다 더 편리하고 효과적인지ㅋㅋㅋ 마케팅의 문제인가 디자인의 문제인가 가늠도 안될 정도로 완성도가 극도로 떨어지는 앱이네요. 삭제합니다~",1,2020년
2021년 2월 23일,어느순간부터 자산관리 업데이트가 안되네요..이 기능 쓰려고 설치한건데 20일전으로 고정되고 그뒤로 업데이트가 안되요..수동으로 업데이트하면 되나해서 눌렀는데 그마저도 안되네요.,1,2021년
2020년 9월 6일,"앱 메인화면 스캐너 사용안함 기능 추가가 시급합니다! 요즘 군대에서 국방모바일보안앱을 필수로 사용하게 하는데, 모든 카메라기능이 정지가 됩니다. 현재 카카오페이 앱 실행하자마자 관리자에의해 종료 됩니다. 스캐너를 선택사항으로 바꿀수있도록 해주세요!",4,2020년
2021년 6월 8일,"왜 설치 후 앱 권한등록부터 허용 버튼 자체가 눌러지지 않는건지요ㅜ 저게 안되니까 아예 다음 화면 등으로 넘어가질 않습니다. 갤럭시S21기종이며, 권한등록이 되어야 다른걸 하는데 허용 등록이 안됩니다. 새로 이 오류 수정해서 업데이트해주세요.",1,2021년
2021년 3월 29일,ARS 인증 전화가 아예 안오는데요. 무슨 등록 과정에 오류 뜨는것고 아니고 전화 자체가 아예 안 온상태에서 넘어가놓고 계좌 등록하려하면 ARS 오류 떴다 하는데 전화가 안 오는데 어떻게 인증 하나요? 후후 안 하구요. 한국유심이구요. 스팸번호 설정 안 해놨습니다. 설마 국외에 있으면 계좌등록을 아예 못하나요?,1,2021년
2022년 2월 25일,어이가 없어서 진짜 자동이체때문에 잠깐 페이로 옮겼다가 다시 제 계좌로 송금하려는데 재확인이 필요하다고해서 사진찍고 인증했는데 송금은 안되고 계속 똑같은 재확인이 필요합니다 라고 뜨고 이미 처리되었다고 뜨는데 송금은 안되네요 증권팀은 딱 업무시간 끝나면 그냥 나몰라라 하고 퇴근하나봅니다,1,2022년
2022년 8월 22일,아직 제대로 모든 사항을 관리하지 못하고 있으나 타 bank에 비해 시각적인 화면과 정보제공에 놀라울 정도로 믿음이 가네요. 더욱 발전된 모습 보여주시길 바랍니다.q,5,2022년
2022년 1월 31일,"주식 때문에 사용하는데 매우 좋습니다! 근데 기능적인 부분에서 요청 드립니다! 해외주식은 배당이 좀 중요한데, 각 주식마다 배당락일과 과거 배당 관련해서도 정보가 있었으면 좋을 거 같습니다. 카카오페이에서는 배당 관련 정보가 없어서 미니스탁을 확인하게 됩니다!",4,2022년
2021년 12월 30일,진짜 어이가 없네요.. 버킷리스트 왜 안보이게 해놓은겁니까ㅡㅡ 홈에서 설정하기를 하려고 해도 아예 없네요 증권 앱이 따로 있나보니까 그것도 없고ㅡㅡ 불편해서 이제 못 쓸 듯... 내 자산을 한번에 볼 수도 없는 최악의 앱이네요 생각할수록 열 받네 도대체 버튼을 몇개를 누르라는거야,1,2021년
2021년 4월 13일,"현재는 잘.쓰고있긴한데.. 고객센터연결 시도하고까먹고시도하고까먹고 몇번이나좌절되다보니 잊고지냈었네요ㅜㅜ 이유인즉슨, 19년 폰을바꾸기전 페이5만원을 충전하였지만 바뀐폰에서 5만원이 확인안되고 사라져서 새로충전.후 그냥썼었고 종종 실물확인위한 고객센터연결을 시도하였지만 난해한ARS만 나오기에 어쩌다 보니 많은시간이흘렀네요ㅜ;; 혹! 이문제 추적하여 해결이 가능할까요??? 이 앱에 첨으로 리뷰남겨봅니다....",2,2021년
2021년 11월 10일,페이 정말 편하게 사용하고 있습니다. 아쉬운건 한 사람 앞에 하나만 사용해야 된다는거 전 전화번호도 두개라 핸드폰도 두개 카카오톡도 두개 사용중인데 페이 앱 로그인하면 한 주민번호로만 사용해야 되서 한쪽은 카톡에서만 사용해야 되요. 전화변호별 로그인 하거나 앱 로그인 하고 나서 개정을 전화번호별이나 개정별로 왔다갔다 할 수 있도록 해주세요.,4,2021년
2022년 5월 9일,너무 잘 쓰고 있는데 요청하고 싶은게 있어요. 자주 송금하는 계좌에 별명을 쓸수 있었으면 좋겠습니다. 개인계좌로 송금할때도 있지만 모임통장계좌로 보낼때도 있는데..둘다 받는사람이 같으니까 헷갈려요ㅜㅜ 내 계좌 말고도 자주 송금하는 계좌도 별명 쓸수 있게 해주세요!!,5,2022년
2021년 7월 23일,"7월22일 미니금고, 투자 먹통인 분들, 고객센터 답변 공유함. ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 카카오페이어플을 통해 확인 시 미노출 사유는 최근 Android System Webview가 버전(최신버전)으로 업데이트되면서 웹뷰의 오류로 기존 카카오페이앱과 충돌하여 진입이 실패 되고 있는 것으로 확인됩니다. 카카오페이어플을 통해 투자 서비스등 원활하게 이용하고자 하시는 경우 번거로우시겠지만 아래 방법으로 Android System Webview 업데이트 삭제 후 이용시도 부탁드립니다. - 휴대폰 설정 > 어플리케이션 > webview 검색 > android system webview 선택 > 오른쪽 상단 점 세개 > 업데이트 삭제 //위 방법 안되는 분은// 설정 > 어플리케이션 > chrome 검색 > chrome 선택 > 오른쪽 상단 점 세개 > 업데이트 삭제 > 이후 하단의 '사용 중지' 클릭",1,2021년
2021년 10월 7일,최대한 직관적으로 그래프형태로 과거 투자정보가 한눈에 보였으면 좋겠어요 현재도 직관적으로 보기 편하게 되어있지만 일브 기능은 보고 싶은 정보 보기가 어렵네요,4,2021년
2022년 4월 27일,"별점 한 개도 아깝다. 증권 가입하려 신분증 촬영했는데 운전면허증은 적성기간이 지났다고 뜨고(만료기간이 되려면 5년이 더 남았음), 민증은 계속 거부당하다가 겨우 앵글 맞춰서 찍고 가입했는데 갑자기 신분증 미확인 계좌로 떠서 결국엔 영원히 이용 못하게 됐다.",1,2022년
2020년 2월 27일,앱으로 들어가면 투자하기 화면에서 계속 네트워크상태가 좋지않습니다 라는 메세지가 나오고 강제 종료됩니다. 카카오톡에서는 접근가능하고 이번에 투자도 해봤는데 정작 전용앱에서 오류가 나오니 불편해요.,4,2020년
2021년 10월 11일,미니금고 어디로 갔는지 찾는데만 억만년. 며칠내리 찾다 포기; 아니 내돈을 넣지도 못하고 빼지도 못하고ㅠㅠ 업데이트를 할꺼면 쉽게 해놔야지 이렇게 어렵게해놓으면 어찌이용하나요; 이전 버전 내놔요 이용하다 복장터져 짜증날라니께ㅠ,1,2021년
2019년 12월 2일,업데이트가 안됩니다. 와이파이가 연결되어 있지 않습니다라고 나오면서 계속 다시시도만 나옵니다. 와이파이 잘되고 데이터로 해봐도 똑같습니다.,2,2019년
2020년 9월 19일,항상 페이머니만 기본 결제로 설정되는 아주 불편한 앱. 자신이 자주 쓰는 카드로 하려면 터치 몇 번 더 해야 함. 빠른 결제는 기대할 수 없음.,1,2020년
2022년 1월 10일,와이파이가 잘 되는데도 접속 안되고 데이더 연결해도 안됨. 다른 사이트랑 다른 어플이 문제인가싶어서 들어가보니 다른 것들은 다 접속되고 실행이 되는데 이거는 그렇지 않음,1,2022년
2022년 12월 29일,또래 자산비교에서 적금만기로 해지되면 해당 적금통장 기록이 반영이 안되는지 과거 비교기록이 이상하게 나옵니다. (가지고 있는돈이 실제보유량보다 10%정도만 반영되도록 변해버린 달이 수두룩해졌네요) 데이터 집계 처리방식 정정바랍니다.,3,2022년
2023년 9월 6일,좋아요. 👍 다양한것있어요. 앱테크도 되고 좋아요,4,2023년
2022년 11월 22일,증권플렛폼좀 디테일하게좀 만들어주세요. 관심도 100개 밖에 안 돼요 화면이 크고 사용이 편한 건 정말 장점인데 관심목록이 분할이 안 되고 관심 등록 해제할 때 알람도 일일이 꺼줘야하고 불편합니다 ...,3,2022년
2022년 1월 9일,와이파이가 멀쩡하게 잘 연결돼 있는데도 연결 상태가 안 좋다면서 충전을 할 수가 없게 해요 데이터를 켜도 마찬가지고요,1,2022년
2023년 2월 15일,카카오페이교통카드를 카드 단말기에 찍었는데 안찍혀서 어쩔 수 없이 다른 교통카드로 찍음. 분명히 안찍혔는데 조금 뒤 카톡으로 찍혔다고 이용내역뜸. 덕분에 교통비 두 배냈어요 ^^......... 전에도 단말기에 찍혔단 소리도 안나고 표시도 안됐었는데 좀 고쳐주세요,1,2023년
2022년 8월 30일,아니 업데이트 전까지만 해도 카카오페이머니를 내 계좌로 보낼 때 수수료 없이 송금됐으면서 갑자기 왜 수수료부과+10000원 제한 걸어놓은거죠? 출금단위를 조정가능하게 조절하면 안되나요? 카카오페이로 결제하려면 돈 애매하게 떨어지는데 도대체 왜 만원 제한 걸어놓은거예요? 출금 가능 최소금액 낮추는 기능 있다면 알려주시기 바랍니다,1,2022년
2021년 3월 3일,카카오영수증이라길래 한 번 해봤다가 낭패를 봤습니다. 저는 그냥 모바일영수증이려니했는데 앱 마음대로 멀쩡히 받고 있던 문자사용내역이 안오더라고요. 문자랑 앱이랑 연동해서 카드내역정리중이었는데 보름정도의 내역이 텅 비어버렸어요. 카톡으로 안받기하면 되는 줄 알고 있었는데 문자가 이상하게 와서 또 자동등록이 안됐습니다. 카드사에 문의했더니 키톡영수증 가입되어 그렇다고. 결국 전화해서 해지했어요. 이제서야 제대로 오네요. 보름치를 일일이 수기로 가계부에 등록해야했습니다. 왜 다른 걸 건드리게 시스템이 되어있는지 모르겠어요.,1,2021년
2023년 9월 6일,쉽고 편리한 페이,5,2023년
2020년 5월 27일,카카오페이 업그레이드되면서 잔액을 더보기로 들어가서 보게 되는데 불편해요. 켰을 때 바로 보이고 송금할 때도 얼마남았는지 확인하면서 보낼 수 있었는데 그러지 못하니까 두번씩 확인하게 되고 다시 바꿀 필요가 있을거같아요 .,4,2020년
2023년 7월 3일,잘 쓰고있는데 업데이트를 할수록 느려지고 끊기는게 더 심해지는것 같아요 개선해주세요,4,2023년
2023년 9월 22일,이것저것 잡다한거 죄다 합쳐놓으면 좋은줄 아나...쓰레기어플 진짜 답답하다... 토스보다 더 답답하다...,1,2023년
2021년 9월 30일,편해졌다 알람 떠서 보니 뭐가 좋아진거죠? 결제 카드 선호 카드 저장 여전히 안되네요. 매번 카카오페이머니가 최우선으로 나오고 이것도 모자라 신용카드로 결제 카드 바꾸고 skt 할인 때문에 홈 갔다가 다시 오면 다시 카카오페이머니로 리셋... 일년 전에 개선 요청했던거 같은데요. 여전히 사용자 입장 고려가 안되었네요. 신용카드도 카드 디자인 안보여주고 단색으로 처리해 카드 구분도 잘안되고. 오히려 카카오톡앱에서 카카오페이 결제 메뉴로 가서 하면 그나마 위의 사항들이 다 적용되어 있더군요. 부서간 업무 공유가 안되나봅니다. 또한 전체 며뉴 보면 기능 들을 쭉 나열해 놓았는데 상단 분류 탭 지원등 좀더 접근 편하게 구성 못할까요? 우선 적어도 분류 섹션 메뉴 글자가 더 크게 표현되면 좋겠네요.,1,2021년
2022년 5월 19일,지문 변경한 적 없는데 지문 변경됐다고 재등록하라고 나와요. 그래서 재등록 계속 하는데도 비번입력 > 지문확인 이 단계만 무한으로 나오고 지문 등록 안되네요. 아예 지문사용 껐다가 재등록 하는 것도 똑같이 비번입력 > 지문확인 이것만 무한 반복이예요.,1,2022년
2023년 7월 28일,페이상품권 엄청 유용하네요~ 조카한테 용돈 줄때도 편하네요ㅎ,5,2023년
2023년 8월 28일,아 업데이트 하니까 더 불편해져서 다운그레이 못함? 했음 최신버전 겁나 구리네 랙도 더심해지고 카카오페이 안써야겠음.. 차트 캔들 랙 지리네,1,2023년
2023년 9월 16일,갤럭시워치(LTE)에서 단독으로 결제 안되고 핸드폰하고 페어링 되어야만 결제되다면 뭐 하러 워치 페이하나??... 뇌가 있나?,1,2023년
2021년 10월 1일,잘 사용했었는데요. 이번 업뎃하고 바코드 결제하면 시간초과 되었다고 해서 앱 종료 후 해도 시간초과 되었다고... 3번정도 앱을 종료하고 나면 되는데요. 수정 해주세요~,1,2021년
2020년 9월 12일,"카카오페이 증권,자금보관,핸드폰없이 계산등등 다좋을데 조금 아쉬운게 충전단위가 만원부터라는점... 어플로 영화나 드라마,숙박 이것저것 쓰는데 최소충전금액때문에 아쉽네요. 부족한금액 넣을려는데 만원이하면 만원넣고 다시 빼기도 그렇고 또뺀다해도 무료송금은 횟수제한이있으니 이점은 정말 불편한점중 제일 자주느끼네요 최소금액을 천원단위로 해줬으면 하는생각이 많아요ㅎㅎ",4,2020년
2020년 5월 21일,업데이트되고 당황 ㅠ결제하는 페이지 오른쪽상단에 잔액보여주고 충전하게 되있는걸 알람으로 바꿔서 너무너무 불편. 결제하려면 내 페이잔액을알아야할껀데. 잔액모자르면 +버튼누르고 바로충전하고 직관적으로 보였는데. 왜 없앴는지 이해불가.너무너무불편. 충전어디있는지한참찾음.,2,2020년
2023년 9월 22일,방문하기랑팔로워하기에는 안보이고 모두보기에는 보이는미션은뭐죠 인스타 앱가서 미션하고오면 목록새로고침 되고 없음.인스타가서 헛짓한거. 다시가서 구독취소하고 옴.,1,2023년
2020년 12월 29일,사용한지 얼마 안됐는데 이벤트도 당첨되고 럭키볼도 당첨되서 기분이 아주 짱입니다. 앞으로 잘 사용하도록 하겠습니다. 결재하기도 편하고 포인트 적립도 되고 좋아요.,5,2020년
2020년 7월 27일,아직 사용한지 얼마 되지 않아서 잘 모르겠습니다. 그러나 ... 제가 제시했던 문제들이 보완 완충된 앱이라는 믿음을 갖고 도전해 보겠습니다. 아니면... 다시 리턴 ㅠ ㅠ 이렇게 하면 않됩니다. 어르신들 정말 적응하기 힘드시고 중간에서 설득하는 분들 죽어 나갑니다 ㅠ ㅠ,4,2020년
2020년 6월 21일,잘 사용하고 있습니다. 추가로 손님성향을 등록하는 옵션이 있으면 좋겠습니다. 가끔씩 디자이너분들이 불필요한 대화는을 안거셨으면 할때가 있습니다,5,2020년
2023년 5월 27일,아니 이럴거면 만 18세 이상 깔라고 하세요. 카카오뱅크 미니 연결하려했는데 신분증 보여줘야되서 청소년증으로 하니까 뭔 자동차면허증? 언제 발급했냐고 하고 카카오톡에도 연결하려는데 18세 이상만 연결가능하고 다른 가상계좌나 일반 계좌는 연결 불가능...다른 토스나 네이버페이도 하는데 이건 좀 다른거에 비해 많이 심하네요...,1,2023년
2021년 12월 31일,"처음에는 UI가 변경되어 당황했는데 조금 사용해 보니 외부 데이터 가지고 오는 속도도 빨리지고 개인의 모든 자산을 한곳에서 관리할 수 있을 것 같네요. 다만 새마을 금고, 케이프투자증권 등 아직 연결할 수 없는 금융,보험,주식등이 있다는 점은 아쉽네요. 빨리 보완해 주세요~",5,2021년
2022년 1월 1일,업데이트 이후 우리카드 연동도 안되고 전체적으로 매우 불편해졌습니다. 너무 보기 불편해서 못쓰겠네요 이것저것 찾아가면서 노력할 정도로 쓰기에는 잘되있는 타앱이 많습니다.,1,2022년
2023년 9월 21일,만보기는 걸음수 측정도 제대로 못하는데 쓸데없는 기능은 이래저래 왜 넣었는지 모르겠네요 이벤트 많이 하고 접속률 높이려는 건 알겠는데 하려면 제대로 하던가 실생활에서 실제 사용가능한 게 없네요,3,2023년
2023년 7월 3일,사용하다보면 난잡하다는 느낌이 들어서 주로 사용하는 몇기능말고는 이용할 생각이 안든다.,2,2023년
2023년 9월 20일,유용하고 편리하고 좋아요,5,2023년
2022년 2월 10일,버킷리스트 퍼센테이지 어디로 갔나요. 그리고 계좌 보이는거 설정할 때 색깔 있으면 보이는건줄 알았는데 숨기기였더라고요. 인터페이스가 직관적이지 않네요.,1,2022년
2019년 6월 27일,다 좋은데 충전할 때 5천원부터라도 할 수 있게 해주시면 안되나요..2~3천원 결제하는데도 만원 충전해야 되고 8천원 들어있는데 결제금액이 9천원이면 또 만원충전해야 되고..조금써도 될 금액인데도 충전하느라 통장에서 만원씩 빠져나가는게 너무 불편해요..이것만 빼면 정말 완벽합니다,4,2019년
2021년 10월 30일,분명 입력할 정보 다 입력하고 얼굴인식까지 끝나서 결제 전 화면으로 넘어오기까지 했는데 결제는 안됩니다. 덕분에 페이지 나가면 끝나는 할인 있었는데 할인 못받았어요. 이런게 한두번이 아니라 좀 짜증나네요. 급할때 당하면 정말 화나는데 왜이러나요,1,2021년
2020년 11월 10일,카카오페이 앱 작동시 바로 카메라가 켜지게 세팅이 되어있습니다. 하지만 직업특성상 휴대폰 카메라를 사용못하는 보안앱으로 인해 사용을 하고싶어도 사용못하는경우가 많습니다. 이를 개선해주십시오.,5,2020년
2023년 9월 14일,정보를 쉽게 찾아 볼 수 있어요.,5,2023년
2021년 3월 4일,뭐야 평이 왜 지워지는거야 신경질나게 하는것들이 데이터 무시하냐? 왜 데이터는 네트워크가 원활하지 않다고 하면서 와이파이 연결 하니까 연결ㅇㅣ 바로바로 되냐? 출근길에 열받게 하네 진짜 욕 나오게 해,1,2021년
2020년 12월 23일,"일때문에 대충 남겨서 3글자썻는데 다시 수정해요! 잘쓰고있고, 처음은 동생이 추천해서 시작햇는데 여러 이벤트들이 정말 많더라구요 또 이번에 페이포인트 500원 당첨됫는데! 금액은 작지만 소소하게 행복했어요 크리스마스 오기전에 기분좋은 선물받은거 같아서 더 좋아요 앞으로도 더 많은 이벤트 햇으면 좋겠어요!! 어쨋든 정말 좋아요 🙂",5,2020년
2023년 6월 26일,잘 사용중이었는데 어제부터 버그있다고 업데이트하라고 뜨는데 언제 업데이트되나요?,5,2023년
2023년 9월 13일,"참조은 앱, 쓸수록 재미나고 다양한 컨텐츠도 만족",4,2023년
2023년 9월 13일,편리한페이~ 폰하나만있음 다 해결되요,5,2023년
2022년 7월 21일,잘 사용하고있는데 1. 환전 수수료 및 스프레드에 대한 안내 2. 미국 주식 매도시 세금계산 에 대한 서비스가 부족합니다. 환율 스프레드가 너무 커서 환전 매도 매수할때 손해가 너무커요 우대 환율적용되는거 맞나요?,4,2022년
2023년 10월 17일,카카오페이 설치가 안되네요 계속 대기중입니다,4,2023년
2023년 5월 9일,"급하게 계좌이체를 해야하는데, 페이머니 인증을 위해 신분증 촬영을 해야한다는데 신분증 촬영 점검 공지글도 보이지 않고 계속 점검 중이라고 뜨고 있습니다;;; 병원비로 보내줘야 하는데 이렇게 되니 속에 천불이 나네요. 언제까지 점검 하는건지요?",1,2023년
2022년 5월 15일,미성년자는 전에 등록해둔 통장으로 pay머니 충전은 되는데 출금은 안되네요;; 본인인증을 하라고 해서 하면 신분증 발급일자를 쓰라고 하고;; 그러면 분류칸에 학생을 넣질 말았어야죠;; 아니면 다른 본인인증 방법을 넣던지 해야죠;;;,1,2022년
2021년 11월 25일,앱에 숫자1이 없어지질않음. new라고 되어있거나 뭔가 빨간색이 찍힌 모든 메뉴를 다 들어가봐도 없어지질않음. 쿠폰은 강제로 중국알리페이에 내 정보를 넘기라면서 삭제도 안됨. 심지어 알림들 다 안받는걸로 설정했는데도 광고문구가 알림으로 뜸. 이런 쓰레기앱을 믿고 지불수단으로 쓸 수가 있을까 싶음.,1,2021년
2020년 9월 30일,앱의 사용이나 내용은 좋은것 같네요. 제가 g7(안드로이드 10)을 쓰는데 앱종료 할때 밑에 종료버튼도 안보이고 앱접는 버튼도 안보이고 불편하네요.,2,2020년
2021년 3월 17일,삭제할까 해요. 카카오페이에 충전을 했지만 사용 가능한 가맹점이 너무 적어서 무용지물 인것 같아요. 홈플러스에서도 불가 Impasibil 카카오페이 앱이나 접근성이나 사용방법은 매우 편리하게 잘 돼 있어서 더욱 아쉬움이 남네요,1,2021년
2022년 2월 10일,펀드투자를 했는데 메뉴를 찾아들어가기 너무 어려움. 기능이 아무리 좋아도 사용자가 친화적이지 않음...ux에 개선이....,2,2022년
2023년 10월 10일,무신사 첫결제 2만원 이상 결제시 1만원 쿠폰 왜 받았는데 안써지나요 두시간째 몸비트는데 진짜 빡치네요,1,2023년
2021년 12월 27일,최악 더 이상 쓰지 않는 아이디로 가입되어 있다고 그걸 쓰라고함. 안쓸래 네이버페이 쓰는게 더 좋음. 새롭게 인증을 하면 그걸로 되어야 하는데 그러지 않게함. 너무 복잡해. 뭐하러 그런 노력까지 들이며 써야함. 아니지,1,2021년
2022년 11월 12일,"어느날 갑자기 인증을 하래서 하려는데, 학생신분으로도 예전에는 잘 됐었는데 학생신분인데도 인증을 운전면허증과 주민등록증으로만 인증이 가능함. 인증이 불가능해져서 여러 기능을 사용하지 못하고 있음.",1,2022년
2022년 2월 7일,겉으로만 그럴싸하게 보기좋은 앱. 진짜 뭐하나 찾으려고 들어가려면 엄청 헤매다 들어가든가 못찾아서 포기. 가뜩이나 카카오뱅크랑 헤갈리는데 사용자경험은 하면서 개발하시나요? 펀드 해지하는것도 복잡해서 고객센터전화연결도 한참기다리다 겨우해지했다 생각했구만 왜 또 해지버튼눌렀는데 아직도 펀드가 살아있는건지..진짜 개미지옥아니구 앱지옥이네요 너무 답답해서 글남깁니다. 서비스도 중요하지만 좀 심플하게 만들어주시죠,1,2022년
2022년 11월 13일,쇼핑몰에서 결제하려니까 갑자기 본인인증 어쩌구 창이 뜨더니 인증수단이 없으면 결제가 아예 안되더라구요? 예전엔 바로바로 나왔는데 왜이런거죠? 결제가 아예 안되고 인증하라고만 뜨는데 민증 아직 안만들어서 뭐 할 수도 없네요 예 토스로 갑니다 걍,1,2022년
2022년 9월 24일,업데이트 된후 사용하기 불편해짐. 캐쉬충전도 알아보기 힘들어짐. 고객의 편의를 위해 업데트 되어야 하는데 오히려 불편해서 사용 안하게 될듯.,1,2022년
2021년 10월 15일,제발 시작할 때 소리 좀 빼주라. 소리날 때마다 스트레스다. 앱 시작할 때 소리나는 앱은 게임 빼고 이거말고는 없는 거 같다. 그래도 게임은 소리 안나게하는 설정이라도 있지. 이거는 설정도 없고.,1,2021년
2021년 12월 16일,토스가 훠어어얼씬 좋네요. 보기에도 불편하고 송금도 10회만 무료고 불편하고요. 혜택은 점점 창렬해지고 보기에도 너무 불편하네요 ui가 계속 변하는데 점점 구려져요 예전보다 더,1,2021년
2023년 6월 21일,"홈 화면 왜 바꿨어요?! 미니멀리스트 깔끔하고, 좋아하는 기능 설정해서 홈화면에서 잘 쓰고 있었는데, 왜 여타 은행들처럼 뭐가 뭔지도 모르게 이것저것 정신 없고 불편한 홈화면으로 만들었써욧?! 토스 쓰러 갑니다~ ㅂㅇㅂㅇ",1,2023년
2021년 11월 1일,간편송금을 정말 유용하게 잘 쓰고 있습니다. 하나 아쉬운건... 예약송금 기능이 월 단위 밖에 없어서 아쉽네요. 일단위와 주 단위도 추가해주셨으면 좋겠네요.,4,2021년
2023년 9월 13일,빠르고 편해요,5,2023년
2023년 9월 12일,항상 편하게 잘쓰고 있어요~,5,2023년
2023년 8월 16일,뇌가 없는건가 카카오뱅크랑 연결하려면 입출금계좌 필여하다는데 이미 있는데 왜자꾸 쳐 만들라고 하는거야 짜증나게,1,2023년
2023년 8월 9일,비밀번호 재설정이 안 되네요 담당자분한테전화해도모르고 누구한테전화해야되는지 쫌 알려주세요 빠른답변부탁드립니다,1,2023년
2023년 9월 16일,점검을 꼭 주말 황금타임에 7시간씩이나 해야 한다고하고 지금 거기다 2시간 더 연장한건 뭡니까? 어이가없네 이게 저번에 서버불타서 먹통된거랑 다른게뭐임?,1,2023년
2023년 9월 10일,공짜로 과자가 생기니 기분이 좋네요. 감사해요.,5,2023년
2023년 8월 24일,좋아요~^^이런 이벤트가 자주 있음 좋겠네요,5,2023년
2023년 9월 8일,불편함 없이 사용중입니다...월드 카카오페이가 될수 있도록 기원합니다^^,5,2023년
2023년 9월 8일,주식거래하는데 계속튕김 개선좀,2,2023년
2023년 9월 6일,갈수록 사용하기 좋게 업데이트 되는거 같아요. 감사합니다.,5,2023년
2023년 9월 7일,사용처도많고너무편리합니다,5,2023년
2023년 8월 27일,점점 기능이 많아지고 좋아요,5,2023년
2023년 9월 19일,간단 명료하게 만들어주세요,5,2023년
2023년 8월 27일,카카오페이 위젯 4X1 바코드 결제 화면에서 주카드 변경 후 결제하면 이전에 설정된 주카드로 결제가 되네요,1,2023년
2023년 9월 4일,쓰기편해요. 유용한앱,5,2023년
2023년 8월 17일,최악의 기업답게 app도 최악 이네요 무한 루프에 빠져서 먹통상태로 노답입니다,1,2023년
2023년 8월 8일,신용카드 안쓰는데 무순카드관리 헛소리하네 일단차단밖고 안쓸가고민이다.별한개도 안까운데 사실빵점 주고십은데 그게안되서 별한개주는거야,1,2023년
2023년 9월 7일,재미있고 톡톡 튀는 아이디어가 좋아요,4,2023년
2023년 9월 13일,그래 참 유용하고 편리해요,5,2023년
2020년 12월 26일,사용한지는 얼마 안됏는데 어플내에서 인증하다가 확인창이 안뜨는? 버그가 있어 다시 다운받아보고 본인확인 다시하고 탈퇴하고 재가입해도 어플오류때문에 못쓰겠어요. 카톡에서 보고 인증하는게 더 편해요~,1,2020년
