날짜,리뷰,별점,month
2023년 9월 6일,네이버 페이 예전 프로필이 더 나은 것 같습니다. 지금은 무슨 스포티파이랑 섞어놓은 스포티페이 같아요,5,2023년
2023년 9월 13일,다 좋은데 사용 방법이 너무 어려워요.. 전에 출금을 했었는데 지금 출금하고 싶은데 어떻게 하는지 모르겠어요. 그때도 어찌저찌 했는데 지금은 어떻게 해도 모르겠어요.. 출금이 돈을 더 세세하고 다른 사람한테 보낼 수 있어서 출금을 하고싶은데 방법을 모르겠어요.. 출금하는 법 좀 알려주세요.. 제발..,3,2023년
2023년 9월 14일,이번업데이트 후 플립5커버에서 큐알코드가 사용불가하여 불편합니다 다시 사용할 수 있도록 바꿔주세요,2,2023년
2023년 7월 26일,"택시 단말기 결제는 매번 실패, 무인계산기기에서는 결제를 한번에 성공한 적이 없음. 인식률 문제 너무 큼.",1,2023년
2023년 7월 13일,안쓰는 메뉴들 접기/숨기기 선택가능하게. 첫화면에 항목 너무 많아서 번잡,4,2023년
2023년 6월 16일,위젯 배경 투명도를 설정할 수 있으면 좋겠습니다. 검은색이라 배경화면과 어울리지 않네요.,5,2023년
2023년 7월 22일,결제 오류가 자꾸뜨네요 1200원 짜리 결제하기가 뭐가 이렇게 어려워요?결제 하려하면 오류 뜨면서 안되네요 결제수단에서 삭제하고 다시 해도 이런다구요 대체 뭐가 문제인거죠?,2,2023년
2023년 7월 28일,네이버페이의 다양한 시도와 사용자 입장의 노력들이 소소한곳에서도 느껴져서 좋습니다. 응원해요♡,5,2023년
2023년 7월 5일,"이번에 삼성페이 연동으로 끼니를 밖에서 해결하는 학생으로서 매우 편리해졌습니다 다 좋은데 네이버페이포인트, 네이버페이머니도 삼성페이로 쓸 수 있게 해주시면 안될까요ㅠ",5,2023년
2023년 7월 26일,"삼성페이로하면 바로 결제되는데, 네이버페이삼성페이로하면 로딩되고 결제하기까지 너무 오래걸려요.",4,2023년
2023년 7월 8일,폴이라는 앱때문에받게된건데. 잘모르겠어요.. 모든편의점에서 통합적으로 사용할수있어서 편한것같애요..,3,2023년
2023년 5월 23일,로그인/조회/환경설정 보안 처리 과정을 은행앱처럼 만드는 게 그리 어렵나? 로그인/앱잠금/바로결제/비밀번호/생체인식/금융정보조회/환경설정 이걸 정리를 못해서 엉망진창으로 해놨네. 그리고 페이앱만 보안 걸면 뭐하나? 네이버앱은 그냥 뚫리는데.,2,2023년
2023년 6월 11일,제발 부탁인디 인식 좀 잘 되게 해주세요. 삼성페이 인식은 잘 되는데 qr코드 인식은 왜 복불복입니까.,1,2023년
2023년 6월 19일,신용카드 체크카드 구분해 사용하는데 지금은 체크카드 사용할 시즌이라 사용을 못 해봤어요. 케이뱅크 네이버 체크카드 사용하는데 케이뱅크 카드는 네이버 페이앱에서 사용을 못하네여.. 콜라보해서 만든 카드면서ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 아쉽습니다..,3,2023년
2021년 8월 10일,포인트내역 불편합니다. 사용했으면 당시에 남은 금액이 얼마였는지 확인이 불가합니다. 최종 남은 금액만 확인 가능할뿐이네요. 충전하고 취소하고 이게 금액이 맞는건지 추후에 확인할 방법이 없습니다. 네이버만 믿어야 하나보네요. 그리고 구매적립예정 같은 경우엔 내가 구매한 내역 밑에 표시하는게 깔끔하고 보기 편할것 같아요. 라인만 늘릴뿐이지 불편합니다. 제발 남은 금액표시 좀 해주세요. (상단 말구요) 하나 하나요. 은행앱처럼. 페이가 돈이잖아요.,1,2021년
2023년 7월 27일,잘쓰고있었는데 삼성페이 결제창이 겁나늦게뜸.... 인식률도마찬가지고...같은얘기하시는분많은데 해결부탁요,4,2023년
2023년 8월 1일,간헐적으로 로그인 풀리고 매번 본인인증 요구해서 결제할 때 마다 난감합니다. 재로그인 및 본인인증 해도 하루 이틀 뒤 풀려있고 최근 대략 2주 사이에 자주 발생합니다. 어플은 항상 최신버전 유지하고 있습니다. os는 12입니다. 확인 부탁드립니다.,3,2023년
2023년 6월 26일,느려 터져서 쓸 수가 없네. 개편된 ui도 사용성 시망이네요.,1,2023년
2023년 7월 31일,업데이트하고 실행속도가 오락가락함 또 업데이트하니 고쳐짐 굿 이제 nfc 지원하면 나름 완벽해질득,5,2023년
2023년 5월 16일,"자산 페이지에서 은행, 지출, 카드 등의 목록 순서를 마음대로 배치할 수 있었으면 좋겠어요! 잘 쓰고 있습니다!",4,2023년
2022년 1월 27일,"자산연결 해제됐길래 연결하려니까 뭔 업뎃하래서 네이버페이 업뎃, 네이버업뎃, 인증서까지 업그레이드했는데 네이버인증서 인증해도 로딩만 계속 뜨고 자산연결이 안됩니다. 30초만에 인증이라면서 업뎃하고 계속 시도하고 10분은 쓴것 같고 인증만 몇번을 했는지 모르겠네요. 인증하다 지문 닳겠네요ㅎㅎ 근데도 연결안돼서 걍 포기하고 안쓰렵니다",1,2022년
2021년 9월 16일,"업데이트를 했는데 위젯이 사라졌다.. 위젯 좀 제발 좀 작게 좀 만들어줘요 좀 얼마 남았는지 보여주는 게 그렇게 대문짝만하게 들어가야 하는 건 아니짆아요 그리고 네이버 쓰지 않아도 쇼핑이나 적어도 결제 내역, 현장결제 가능한 곳 등 페이와 직결된 정보를 보려면 페이 앱으로 가능하게 됐으면 좋겠음. 네이버 앱은 쓰지도 않는데 자리만 차지하고 있어요",1,2021년
2023년 6월 22일,왜 자꾸 카드에러가 나오나요? 뭐 결제하려고 하면 자꾸 에러 나서 사용을 못하고 있어요 ㅠ 카드가 이상한 것도 아니고 삼성페이였을때는 한번도 오류가 난적이 없는데 네이버페이는 카드에러라고 뜨면서 종종 거부당하네요 오류 좀 고쳐주세요,1,2023년
2023년 6월 20일,원하지않는데 자꾸 포인트로 결제가되고 옵션설정이 불가능한건지 찾을수가 없네요. 포인트차감으로 금액이 바껴서 도대체가 가계부를 쓸수가없어요. 포인트는 내가 원할때써야하는거 아닌가요?,2,2023년
2023년 9월 7일,네이버페이에 돈이 가득했으면 좋겠다!! 열심히 일해야지!!,5,2023년
2023년 5월 23일,결제오류신고하면 요구 사항 디게많음 결제중에 오류 캡쳐는 또 어찌해야함? 신고때마다 새로운 퀘스트를 줌 그오류 때문에 고객이 편의점 결제를 몇번을 해야 하는건가요? 그냥 안쓰고 말지,1,2023년
2023년 10월 24일,카드 별칭이 안보여서 헷갈려서 너무 사용하기힘들어요.,5,2023년
2023년 4월 30일,"기사에는 오류 해결이라고 뜨는데 안되는거 맞죠? 오늘 앱 업데이트하고 1시 즈음에 사용하려고 하니까 안되서 실물카드 사용했어요 ㅠ 삼성페이 실행하면 자동으로 네이버페이 연동되게 설정했는데, 이건 뭐 삼성페이로 쓰고 싶어도 계속 네이버페이 연동시켜 놓으니까 실물 카드 없었으면 결제도 못할뻔",1,2023년
2023년 6월 18일,결제하는데 왜이렇게 결제가 안될까요?? 10번중 8번은 재발급 5번 눌러서 결제가 될까 말까함.. 너무 불편합니다,1,2023년
2023년 5월 18일,네이버 페이 오늘 체크가 됬다 별다른점 그리고 매니아로의 길이 그리순탄하지 만은 안타 조은 조건과 업데이트로의 변화는 있는 것이라 지만 이제 첮샆이 그위용과 환경에서 준 경험들을 나의 인생의 중심 그 견인 차역활의 큰 도움이 되리라 그러나 늘 그현장에서의 체크는 좀더 시간이 필요할것 같다 차차 자신 더새로움 그앞엔 신용과 용기가 필요한 점 좀더 면밀함과 조직적이고 현실적 자아가 필요 한건 신독과 수고한 자신의 선각자 그리고 수행이 필요로 함 이는 잊을수 없는 자신의 과제 계속된 고행,5,2023년
2023년 8월 4일,아 ... 진짜 너무 안되요. 포인트 몇 원 받아보겠자고 쓸려 하는데 쓸때마다 계속 안되서 넘 부끄러워요.,1,2023년
2023년 5월 13일,폰에서는 잘 되는데 갤럭시워치4에서는 카드결제 바코드 안뜨고 계속 로딩만함..,4,2023년
2022년 6월 7일,'왜 존재하는지 모르겠는 어플'입니다. 오직 네이버페이기능만필요해서 설치했더니 다른 앱에서 결제시 네이버페이를 쓸려고 하면 웹사이트를 이용하던가 무조건 네이버어플을 필요로합니다. 심지어 네이버페이에서 일부기능들도 네이버어플을 요구합니다. 이럴꺼면 왜 따로 만든건지 이해가 안가는군요,1,2022년
2023년 6월 23일,참으로 어처구니가 없네요 실력도 없는 개발자 라면 노력이라도 하세요 자 개발자분 지금까지 제가 사용하면서 찾은 내용입니다. 네이버 앱에서 현장 결제에서 삼성페이로 들어가서 결제하면 결제됩니다. 하지만 앱 다운로드해서 결제하면 앱에서 오류 나오면서 강제종료됩니다 그럼 충돌되는 거 아니죠. 그럼 페이 앱에서 뭔가 오류가 있다는 거죠 그래서 제 핸드폰 원격으로 접속할 수 있게 할 테니 개발자분 전화하라고 했는데도 전화도 없고 어떻게 할 건지 얘기도 없고 최소한 이런 앱을 만들어서 시장에 출시한다면 오류시 어떻게 대처할 건지 생각은 하고 출시를 해야죠 당연히 사람이 하는 일인데 오류 나올 수 있죠 그럼 최소한 어떻게 대처를 할 건지 생각은 하고 출시를 해야죠 그냥 오류 나면 무시하면 되나요 개나 소나 페이 만든다고 그냥 막 만들고 출시하지 마세요,1,2023년
2023년 10월 24일,삼성페이 결제시 MST 방식의 결제는 지원이 잘되는것 같은데 NFC방식이 잘 안됩니다 이때문에 몇몇 댄말기에서는 결제시 오류가 3~4번 나는 경우도 있고 심할때는 네이버 삼성페이결제가 안됩니다.,3,2023년
2023년 9월 19일,플립5커버 화면에서 QR코드가 갑자기 안보이는데 ㅠㅠ 업데이트 되면 해결될까요??,5,2023년
2022년 12월 28일,"어플에서 주문하기를 쓰려는데 위치정보 없음이라고 계속 뜹니다. GPS, LTE, WiFi 등과 위치접근설정을 바꿔도 변하지 않았어요. 해결방법은 네이버 지도를 깔아 사용할때 뜨는 광고성 홍보가 포함된 선택항목에 동의히는 것이었습니다.",4,2022년
2023년 7월 13일,내이버파이낸셜 본인 휴대전화 ARS인증시 인증번호가 안뜹니다 전화걸기 시도중 통화연결도 연결이 안됨,1,2023년
2023년 3월 30일,삼페 연동으로 오프라인에서 잘 쓰고 있어요. 개선점은 등록한 카드의 순서 변경이 가능하도록 해주세요. 그리고 1×1 위젯 세로로 너무 길어요. 디자인을 왜 이렇게 했는지 모르겠어요. 세로 길이 줄여서 원형이나 사각형 모양으로 바꿔주세요.,4,2023년
2023년 1월 29일,"송금이 안되면 송금이 안되는 이유라도 띄어주시던가, 1000원 이상은 송금된다 해놓고 왜 이유도 없이 송금이 안되는건지.. 저번부터 버그인지 뭔지 모르겟네요. 요기요에서 쓸려고 계좌 연결할려고 했더니 폰 키보드가 안 떠서 주소 입력을 막질않나 이번엔 송금을 막네 ... 왜 내가 하고싶다는데 막는건지 모르겟네요 이유라도 팝업창으로 딱 뜨면 몰라",1,2023년
2023년 6월 27일,쓰다가 매장에서 당황스럽게 다시 정보넣고 인증받으라고..계속썼는데 매번이럴꺼같아 지웠습니다,1,2023년
2023년 8월 31일,앱이 불안정하고 강제종료됩니다.,1,2023년
2023년 7월 26일,속도와 인식 최악입니다 오늘만 3번 거절 당했어요.. 다시 삼성페이앱으로 할려구요,1,2023년
2023년 9월 8일,씨유 할인 때문에 네페 쓰는게 큰데 아이콘 바뀌자마자 현장결제 오류나서 못했어요. 잘쓰고 있었는데 뭘 건드신거죠?,1,2023년
2022년 9월 25일,+ 버전 1.12.1 입니다 며칠 전부터 포인트 뽑기를 누르면 뽑기는 안 된채 첫화면으로 돌아갑니다. 웹에서 뽑으려고 해도 네이버페이 첫화면으로 연결돼요. 설정에서 지원되는 링크 기본 열기를 해제했는데도!,1,2022년
2023년 5월 16일,다른카드로 바꿀려고 선택하면 무한로딩 걸리네요. 진짜 안타깝습니다.,1,2023년
2023년 9월 18일,네이버페이 어플에서 송금알림이 전혀 오지 않습니다.개선해주세요. 제폰은 갤럭시S23입니다.,3,2023년
2023년 5월 13일,아니 뽑기 이벤트?한다면서 어느날 갑자기 네이버포인트 초기화 되고..출시한지가 언제인데 삼성페이가 NFC/옛날 카드결제방식 둘다 될 때 아직도 NFC?쪽은 안되고 ㅋㅋㅋ 대단하다.이벤트로 이용자 호구로 만드는건가?,1,2023년
2023년 9월 5일,갑자기 우체국 통장 연결이 안되네요 조회도 안되네요,1,2023년
2023년 9월 20일,업데이트 이유 플립5 커버디스플레이에서 큐알코드가 안보임 개선 부탁드립니다,1,2023년
2023년 5월 30일,잘쓰고 있는데 삼페만큼 편함은 없응 카드인식 시키는게 시간좀 걸림 앱실행 ㅡ 카드선택 ㅡ 결제대기 5초인지 10초인지 지나야 결제진입되는건 너무불편,3,2023년
2023년 10월 7일,페이앱 안에 삼성페이 카드 목록에서 카드별명 보이게 해주세요. 순서변경도 가능하게 해주세요,2,2023년
2023년 10월 24일,네이버페이 포인트 완전 최악 별점 하나도 아까워요,1,2023년
2023년 10월 25일,삼성페이 기능만 가져가고 카드결제방식없애고 지들 페이머니 자동충전식으로 바꾼거 무슨싸가지냐? 호구로보네 ㅋㅋㅋㅋ,1,2023년
2023년 10월 7일,네이버페이 정말 편해서 이용하기 좋아요,5,2023년
2023년 10월 7일,아니 왜 삼성페이를 네이버로 결제하면 안되는데 페이코로 하면 잘되는구만 도대체 안되는 이유가 뭔가요? 납득이 안가네,1,2023년
2023년 10월 19일,왜 하나체크카드 중 k리그_축덕카드는 이용제한카드로 사용 불가일까요? 현장결제이용제한이라고 뜨네요? 답좀주세요.,1,2023년
2023년 10월 8일,삼성페이키면 자동으로 네이버페이가 실행돼요.. 버그인가요?,1,2023년
2023년 9월 14일,너무 편하게 잘 쓰고 있었는데요 업데이트 된 뒤로??? 현장결제가 안되네요. 서비스센터 문의해도 오류화면 찍어오라는 말뿐.. 남의 포스기를 어떻게찍어요ㅠ ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 다시설치하니까 잘 됨.. 뭐죠?,2,2023년
2023년 7월 16일,인식이 안됩니다. 그래서 네이버플러스도 햐지했어요~ 개선좀 하쇼,1,2023년
2023년 7월 12일,평가 같은거 안하는데...네이버이건 악플달고 싶을정도임.. 기존에 웹이나 앱설치없이 간단히 송금돼던걸 앱설치 안하면 못하게만든거..이건정말...최악.. 충전은 없어도 잘돼게 해놓고 이게 뭔짓거린지..,1,2023년
2023년 3월 29일,보안이 너무 허술해요. 바로결제를 꺼도 첫 한번만 생체인식 요구하고 그다음부터는 앱을 종료하고 켜던 화면을 끄고 켜던 그냥 프리패스네요. 바로결제 기능을 껐을 때 매번 켤때마다 생체인식 요구를 하게 바꿀 수는 없는건가요?,4,2023년
2023년 3월 5일,"네이버페이 사용 가능한 가게라고 네이버페이 앱을 보고 갔는데 가게에서는 네이버페이를 받지 않는다고 하네요. 정보 정비를 좀 더 잘 해주셔야겠고, 가게에서 정보를 등록할때 정말로 네이버페이를 사용가능할때만 정보가 등록되게끔 점검 단계가 추가되어야 하지 않을까요? 생각보다 사용할 수 있는 사용처가 제게는 많지 않아 사용이 꺼려지네요.",2,2023년
2022년 11월 22일,"지문인식으로 카드쓰고 앱을 끄고 다시 앱을 사용시 다시 지문인식을 하게 만들어야 하는거 아니니? 그렇다고 로그아웃하면 통신사 인증 다시하고...내 계좌정보, 자산정보, 카드정보 다 보이는데 앱 한번 켜고 놔두면 다 보이네. 핸드폰 분실하면 마구 결재하고 마구 돈 보낼 수 있겠네....이거 이따구로 만든 놈 대체 머리가 있니? 네이버앱도 그러더만...",1,2022년
2023년 4월 4일,며칠 전부터 (3월 31일 경으로 추정) 앱 실행하면 바로 튕깁니다. 지웠다가 다시 깔아도 마찬가지네요. (기종은 구글픽셀4a) +++++ 개발자분 답변 확인하고 최신버전 올라온 것 업데이트하니 이상 없어졌습니다. 빠른 대처 고맙습니다.,2,2023년
2022년 7월 7일,카드번호 직접입력이 왜안되나요? 그리고 스캔후 확인을누르면 진행이 안되고 또다시 스캔화면으로 돌아갑니다. 올바른 스캔이되도 왜이러는지? 아무리해도안되네요. 짜증나서 카드등록을 못하고있습니다.,2,2022년
2022년 6월 4일,스마트워치에서 사용가능하다고 좋아했더니 반쪽짜리 입니다. 진짜 굳이 이렇게 할 필요가 있나 싶네요. 이유는 네이버페이에 등록한 카드는 워치에서 사용 불가하고 네이버페이에 충전하여서 사용하여야합니다. 이럴거면 뭐하로 지원하는건지 싶네요,1,2022년
2022년 10월 4일,"고객과 소통은 안하고 돈만 벌려고 하는 기업. 고객센터 인원이 얼마나 적은지 매번 유료통화로 30분이상 대기하다 연결 포기함. 아주 오랜시간을 투자하며 대기해야 겨우 연결될까말까인데 일부러 끊으려고 2분에 한번씩 계속대기하려면 뭐 누르라 어쩌라함. 그것도 2초 안 누르고 있으면 시간이 초과되었다하는데 어이가 없음. 2년전인가 1시간 정도 기달려서 딱 한 번 연결된적이 있는데, 네이버 멤버쉽 플러스와는 별도 운영이라며 그 문의는 그 쪽으로 하라고함. 그 곳도 상당시간 기다리는 건 마찬가지. 이렇게 고객센터 운영 제대로 안 하는 곳은 없어져야함.",1,2022년
2023년 3월 31일,플립 커버화면서애서 사용 가능하면 좋겠어요. 기존 삼성페이는 일단 굳이 화면 열지 않아도 되는데 네이버 페이는 열어서 인증까지 해야되니 좀 귀찮기는 하네요. 기존 삼성페이랑 거이 차이 없이 사용할수 있으면 좋겠습니다.,4,2023년
2022년 10월 1일,위젯에 투명도 조절 설정을 넣어주시면 더 좋을 것 같습니다. 그리고 본인인증 주기가 얼마나 되는지 모르겠네요. 가끔 현장결제하려고 할 때 본인인증 창이 나와서 당황할 때가 있습니다.,4,2022년
2023년 3월 29일,"사용하지 않는 멤버쉽을 삭제, 정리하고 싶은데 관리 화면에서 삭제한 멤버쉽이 저장버튼을 눌러 멤버쉽 화면으로 나오면 다시 노출되어 있고 워치 버전에서도 삭제 없이 그대로 노출되어 나옵니다 오랫동안 이용하지 않아 재발급 필요 메시지가 떠 있는데 어떤 방법으로 삭제하던 삭제되지 않고 노출되어 있는데 다른 방법이 필요한 걸까요...",3,2023년
2021년 9월 5일,와;;; UX 너무 불편합니다. 어디에 무슨 버튼/기능이 있는지도 모르겠고 뭘 할수있는지도 모르겠습니다. 불편의 수준이 아니라 쓸 수 없을정도입니다;; 그리고 버버버벅 거리는데 이건 토스나 카카오뱅크 어플 아주 부드럽게 되는거 보면 단말편차는 아닌것 같습니다.,1,2021년
2021년 9월 8일,메인 화면 빼고 전부 네트워크에 접속 할 수 없다고 뜹니다.. 와이파이 문제도 아니고 데이터 문제도 아닌것 같아요 오류인지 확인 부탁드립니다 -------------- 오류 수정도 바로바로 해주시고 좋습니다 ! 잘 쓸게요 ~,5,2021년
2022년 7월 6일,업데이트 하고 위젯이 바꼈네요.. 현장결제 위젯 하나만 빼놓고 위아래 화살표로 등록된 카드를 선택할 수 있었는데 그게 사라지고 각 카드별로 위젯을 따로 빼야해서 귀찮아졌어요. 일단 잘쓰는 카드 두개만 빼놓긴 했는데 멤버십 카드 위젯도 화살표가 사라져서 끙... 맘 같아선 다운그레이드 하고 싶어요..ㅠ 다시 돌려주시면 안 될까요 잘 쓰고 있었는데....,3,2022년
2022년 7월 6일,네이버페이 잘 사용하고 있습니다. 이번에 워치에서 사용이 되면서 더 편해졌어요. 워치에서 결제할때도 포인트 자동적립이 가능하면 더 좋을거 같습니다!,5,2022년
2023년 2월 22일,법인폰을 개인인증받아 사용하고 있는데요 이런경우 네이버 인증이 안되어 페이사용이 안되나봅니다. 쓰고싶어도 인증에서 인증번호받아 입력하려고 하면 자꾸 초기인증받기위해 폰정보 넣는 칸으로 자꾸만 초기화 되더라구요. 그래서 못씁니다.,1,2023년
2021년 12월 22일,로딩하다 삼년상 치르겠네요.. 제발 속도 좀 높여주세요!! 얜 분명 결제전용 어플인데 그냥 네이버 앱으로 결제하는 게 훨배 빨라서 계산화면 켜지는 속도부터가 남다른게 말이 되나요? 근데 되네요!!! 몇번을 시도해도 같아서 걍 네이버 앱으로 결제중입니다.,3,2021년
2021년 9월 30일,"베타테스트 중인건가요? 앱이 너무 어설픈데... 미리 주문기능 좋아보여서 사용하려니까 gps 제대로 작동도 안하고, 식당 검색기능도 없고 현재 지도에서 검색이란 버튼은 있는데 작동도 안하고 베차테스트중인게 아니라면 좀 심하네요",1,2021년
2023년 2월 26일,네이버페이앱 결제시 포인트사용여부는 선택가능하게 바꿔주시면 안될까요? 네이버페이 계속 사용하는 이유가 포인트 모으는 재미도 있었는데 이번에 페이앱 깔고 qr결제하면서 싹 사라져버렸네요.. 당장 몇백원 할인받는건 크게 와닿지 않습니다..,4,2023년
2022년 9월 7일,워치에서 최악의 호환성을 보여줍니다 필요할때 꼭 연결 끊어져있습니다 폰으로 확인하라고 해서 인증 다 해도 워치에선 폰으로 확인하라고 반복만하고 워치에 깔아놓고 폰으로 보여줍니다 아니 이게 맞나?,1,2022년
2023년 4월 22일,일부 bc카드 연동이 안됩니다. 정확한 카드명칭은 KB 국민카드 Super DC7인데 사용할수 없는 가드라고 나와요. 해지만료된 카드거나 카드사의 오류라고 나옵니다. 물로 카드는 정상으로 삼성페이나 네이버페이 웹에서는 정상결제 됩니다. 삼성페이나 네이버웹에서 카드 삭제하고 네이버페이 어플로 다시 카드설정하고 별의별 시도를 다 해봤는데 결국 안됩니다.,1,2023년
2023년 10월 7일,멤버십 오류인데도 수정할 생각도 안하네,2,2023년
2023년 2월 2일,이렇게 어렵게 화면구성하면 누가쓰라는건지 첫화면 키자마자 결제창 뜨게하든가 큐알코드를 보여주는번지 내가 큐알코드를 촬영해서 쓰는건지 UI 구성이 사용자편의가 한개도 고려안되어있음. 적어도 사용자 테스트는 좀 해보고 UI설계하시길,1,2023년
2022년 2월 19일,알뜰폰 사용자입니다. 모두 입력후 인증 누르면 반응이 없어요. 번호가 안떠요. 인증번호 보냈다고 메시지는 떴어요 몇달전 앱깔고 시도했는데 안되서 앱삭제. 오늘 다시시도 지난번이랑 똑같아서 앱사용 불가능상태입니다. ㅠㅠ,1,2022년
2023년 7월 6일,너무 불편해졌어요 Pc로 장바구니 담아놓고 모바일로 결제하려는데 장바구니 찾을 수가 없네요,1,2023년
2022년 11월 18일,며칠전 이달의 행사가 업데이트된 이후 네이버페이 화면이 제대로 표시되지 않아 바코드 부분이 잘려나옵니다. 댓글보면 저와 같은 분들 있으시던데 구글 스토어- 네이버페이-열기 로 하면 또 제대로 나옵니다.,1,2022년
2023년 9월 19일,삼성페이보다 반응도 빠르고 좋아요~~,5,2023년
2021년 8월 13일,다좋은데 딱 하나 아쉽습니다. 왜 네이버페이는 무인편의점에서 결제못할까요... 결제할때마다 알바생부르기 너무불편합니다 네이버페이만빼고 다른결제수단들은 다 무인편의점에서 결제되는데요. 별점4.5점드립니다,4,2021년
2022년 11월 12일,네이버 페이 잘 쓰고 있습니다. 그런데 하나 아쉬운 점은 왜 카드 나열 순서를 바꿀 수 없게 되어있는 건가요?? 아님 제가 어떻게 하는지 모르는 건지 만약 카드순서가 고정이면 혹시 순서 바꿀 수 있게 업데이트 부탁 드립니다. 불편해서요.,5,2022년
2023년 3월 27일,생각좀 해봐요 갤럭시랑 아이폰 이렇게 폰 두대쓰는 사람은 매번 인증을 받나요? 예전에는 두폰에서 잘되었는데 짜증나요 인증번호받은걸로 번호변경까지 되던데 그러지마요 아 추가로 카드 순서도 사용자가 순서를 정해서 나열시키고 싶어도 그런것도 지원안해주고 불편해요,1,2023년
2022년 2월 14일,"솔직히 페이앱보다 쇼핑부터 결제, 톡톡, 배송까지 한번에 확인할 수 있는 네이버앱이나 네이버모바일이 더 유용합니다. 차라리 네이버페이앱은 서비스를 종료하고 네이버앱의 페이쪽 기능강화를 하는게 더 나을듯 합니다.",1,2022년
2023년 4월 28일,안드로이드 사용자인데 오늘 조금전까지 결제 되었는데 갑자기 팅기더니 재인증 받으라고 해서 받았는데 접속 안되더니 계속 재인증 받으라고 하네요 3번 재인증후 짜증나서 삭제후 재인증 받으니 접속 되더니 바로 팅기더니 또 재인증 받으라 하고 접속이 안되요 네이버는 아이디 그대로 로그인 되어 있는 상태인데 이것만 안되요 갑자기 왜 그러는 걸까요,3,2023년
2022년 3월 4일,이게 네이버앱에서도 그렇던데 네이버페이들어가기만 하면 페이지가 계속 반복된다고 해야할지 뭘할수가 없고요 네이버페이앱도 들어가보면 안되고 불러올수없다는게 계속 반복해서 뜨는데 자꾸 왜이런거죠 전부 삭제도해보고 데이터도 지워봐도 다시또그러네요,1,2022년
2023년 4월 30일,사용할때는 문제 없는데 쓰는 걸 시작할때 좀 그러네요. 장시간 방치 해 놨는데 쓰려면 로그인을 하라 하네요. 물론 금융사 입장은 충분히 이해합니다. 보안이 생명이니까요. 하지만 쓰는사람 입장도 생각해주시기 바랍니다. 만약 장시간 안쓰다가 쓰려다가 다시 로그인/본인인증을 하라 하면 정작 바로 써야 할때 못쓸수 있습니다. 카페나 이런데 가보셨을테니 바로 이해하셨으리라 믿습니다. 그 외에는 나쁘지 않습니다. 다만 많은 분들이 조작성에 부정적 입장을 가지십니다. 조작 플렛폼의 개선도 필요해보입니다. 감사합니다.,3,2023년
2023년 4월 7일,편리하게 잘 쓰고 있습니다. 다만 카드순서 변경하는게 안 되는거 같네요. 생각보다 이 부분이 너무 불편한데 다음 업데이트에 반영되었으면 합니다.,5,2023년
2023년 9월 6일,삼성페이 네이버페이로 하려면인식 너무안됨 폰에기본으로 있는 삼성페이로 하면바로 인식됨,1,2023년
2022년 10월 10일,플레이 스토어에서 이걸로 4000원을 결제한다고 하면 10000포인트 충전> 4000포인트 차감후 6000포인트 들어옴인데 남은 6000포인트로 또 4000원을 결제할 수 없고 또 결제하려면 10000포인트를 충전해야 합니다. 그러므로 계속 남은 포인트를 계좌로 송금을 해야 합니다. 포인트로 결제하도록 바꿔주세요.,1,2022년
2021년 12월 31일,"KB증권 ISA계좌가 연동은 되는데 금액이 0원으로 뜨고, 해외주식은 현재가를 불러올 수 없다고 뜨네요. 이번 업데이트때문인 것 같은데 안정화되면 괜찮아질까요? 앱 자체는 업데이트후로 동기화도 빨라지고 좋은 편입니다.",4,2021년
2022년 9월 23일,현장결제시 워치에 비밀번호 입력하는 부분을 설정을 통해서 비밀번호 입력없이 바로결제 할수 있도록 개선 부탁드립니다. 티머니처럼 손쉽게 결제할 수 있어야지 그 작은 시계창에 비밀번호 입력하느라 시간낭비에다가 비밀번호 노출까지 됩니다.,1,2022년
2023년 9월 21일,켤때마다 본인인증하는거 고쳐주세요 지문인식이라도 넣어주시든지...,2,2023년
2023년 10월 24일,카드 안뜨는거 뭐에요?? 장난 지금 나랑 하냐? 너무 느리네요,1,2023년
2023년 5월 1일,"스마트기기. 안전하게 사용합시다. 좋은 습관을 만들어요. 😀🙂 서비스, 감사드림니다. 네이버페이. 잘 사용하고 있네요. 그런데, 엘지유플러스 콕혜택에서, 자동결제가 되는 형태는 없나요. 은행 자동이체가 저절로 한번은 되어서, 돈을 빼다가, 결제일에 쿠폰입력을 하는 부분이 있네요. 개발해보세요. 더 좋은 앱이 되겠죠. 또, 회식. 어떤가요. 해보세요. 잘 쉬고 일도 더 잘 되겠죠. 또, 교회. 다녀보세요. 기독교. 전화도 해보세요. 사회에서 쉴 곳이라고 생각해보구요. 하고 싶은 말이네요. 좋은 하루되세요. 저의 글, 봐 주셔서 감사합니다.",5,2023년
2023년 9월 5일,카드 발급하려고 해도 신분증 촬영도 안되고 별로에요,1,2023년
2023년 9월 24일,네삼페 너무 좋고 일본갔을때 라인페이도 너무 좋아요,5,2023년
2021년 9월 10일,와 리뷰 처음 씁니다 UX 진짜 불편하고 이상한 기능들만 넘쳐나네요 편의성이 너무 없습니다. 한눈에 들어오지도 않고 난잡하네요. 나중에 피드백 수렴하셔서 개편되면 다시 깔겠습니다,1,2021년
2023년 8월 10일,한동안 잘 되던 삼성페이가 잘 안됩니다ㅠ,3,2023년
