날짜,리뷰,별점,month
2021년 11월 29일,토스 초창기에 사용했던 이유는 통장 입출금내역 최근 불러오기와 여기저기 눌렀을때 쉽고 빠르고 간편했던 이유입니다.. 현재 통장 거래내역 하나 불러오는 것 조차 심각하게 오래 걸리고 들어가서 확인하지 않더라도 메인 화면에서 잔액 조회가 간편하게 되었었는데 지금은 로딩이 너무 길고 꼭 눌러줘야 잔액 변화가 생깁니다. 이것저것 많이 추가해주신 사항들 너무 잘 쓰고 있지만 기존에 사용하던 기능들이 많이 느려지고 있으니 그거또한 최적화 시켜주셔서 빠른 움직임이 되도록 만져주세요. 갤럭시s21울트라인데도 토스가 느린건 토스 어플 자체에서의 문제같다고 생각합니다.,3,2021년
2019년 2월 9일,정말 잘 쓰고 있었는데 업데이트 후 불편해졌습니다ㅜㅜ 스마트뱅킹을 정상적으로 종료하지 않아 접속정보가 남아있다며 로그아웃 후 8분 후 다시 접속하라는데 스마트거래고 뭐고 금융거래 자체를 한 적이 없는데 어디를 로그아웃 하라는 건지도 모르겠고... 어디에 접속정보가 남아있는지 모르니까 한번 이 메시지가 뜨면 그냥 내내 사용을 못합니다...,3,2019년
2021년 11월 12일,만보기 완전 짜증나네요. 포인트장소에 도착해도 제대로 작동 안되고 주변에서 뱅뱅돌아도 포인트적립이 되질 않아요. 근처에서 헛걸음만 벌써 몇번째인지 모르겠어요. 근처는커녕 편의점 안으로 들어가도 안되고... 들어가도 적립안되면 어쩌라는거죠? 만보기 바꿔놓고 사용자 열받게 하는 미션이네요. 친구들은 없어지게 해놓고 미션장소는 엉망이고 장소 버그 빨리 조치해주세요,1,2021년
2022년 7월 21일,처음 보다 계속 업데이트 되며 갈수록 느려지고 오류도 늘어나는 것 같습니다. 특히 해결했던 오류가 다음 업데이트 후 또 생기고 그렇습니다. 예를 들면 알림 클릭하여 내용 확인 후 뒤로가기를 누르면 같은 화면만 리프레쉬되고 뒤로가기나 종료가 되지 않습니다. 이런 오류들이 업데이트 때 마다 해결 되었다 다시 그러다 반복되네요.,4,2022년
2019년 3월 2일,계좌를 개설하고 인터넷뱅킹을 사용하기 시작했던 3년전부터 현재까지 토스를 사용하고 있습니다. 최근에는 각 은행사의 모바일어플로도 보안카드나 복잡한 인증없이 이체를할 수 있지만 3년전에는 그렇지 않았기에 토스를 깔았던게 생각나네요 기존에 복잡했던 모바일뱅킹을 아주 간편하게 할 수 있었던 토스의 등장덕에 시장의 큰 변화를 주었다고 생각하며 항상 잘 쓰고 있습니다. 감사합니당,5,2019년
2023년 3월 12일,"업데이트 후 친구 포인트 받기 메뉴 블루투스 권한 허용하라는데 허용 버튼 눌러도 동일 메세지 지속적으로 나오는 증상이 발생하고 있고, 친구 콕 기능 생긴 이후 포인트 받기는 이제 그른듯. 친한 친구라면 모를까 주위 얻어 걸리는 친구들에게 어찌 콕콕을 하라는건지? 이름도 2글자 뜨는 상태에서 나만 이상한 사람 됨. 추이를 보고 친구 콕콕은 포기하는수밖에",3,2023년
2022년 1월 6일,"요새 업데이트 할 때마다 앱이 엄청나게 무거워진다. 폰 사양에 관계없이 빠른 실행속도와 가벼운 동작이 토스 앱의 장점이었는데, 최근 이것저것 다 쳐넣다 보니 실행 속도는 물론이고 메뉴 뭐 하나 들어가려면 하세월이다. 이렇게 무거운 앱으로 무슨 서비스를 하겠다는건지 도통 모르겠다. 전에 비해 많이 무거워졌다는 걸 인지는 하고 있는지?",1,2022년
2021년 8월 8일,토스 너무 잘 이용하고 있습니다. 다만 최근엔 토스증권을 이용해서 주식거래를 많이 하고 있는데 관심 목록 추가가 100개까지만 되는게 너무 불편해요. 관심목록은 전부 담아놓고 시세변화를 시시때때로 한눈에 볼 수 있어야 하는데 관심 목록에 추가하지 못하는 종목은 그때그때 검색해서 확인해야 해야해서 놓치는 경우가 많아요. 이 부분 꼭 개선 부탁드립니다.,4,2021년
2023년 2월 5일,시스템적인 완벽성은 부족하다 해도 직관적인 UI나 이런저런 편의성에 대해서는 어느 앱도 따라오기 힘들거 같습니다. 부족한 점을 질타하기보다는 보다 나은 서비스를 지향해주시는 개발진 운영진 분들에게 잘 사용하고 있다는 한마디가 여러분의 힘이 되었으면 합니다. 항상 감사합니다.,5,2023년
2019년 2월 2일,"와우 인터페이스 최고!!! 진짜 직관적으로 변했네요 ㅎㅎ 다만 아쉬운점 몇가지.. 1. 다른 사람들 말처럼 초기화면을 설정가능하게 해줬으면... 2. 조회 화면에 뜨는 것들 숨기기 가능했으면. 대출, 토스머니, 투자, 신용 등등 각각 입맛에 맞게 숨길수 있었으면 합니다. 3. 카드 등록시 카드로 등록하니 아무리 기다려도 안되서 계정으로 등록 했는데 계정으로 등록하니 등록하고싶지 않던 카드도 모조리 등록되서 불편하네요. 등록 취소 가능할것. 이 세가지만 해결되면 따라갈 앱이 없다고 생각되네요 ㅎㅎ",5,2019년
2023년 2월 8일,"사용하기 편해서 가장많이 사용하는 앱이 되었습니다 휴대폰과 태블릿에서 동시 사용하는 방법은 없나요? 태블릿의 큰화면으로 주식 차트를 보고싶고 항상 갖고다니는 휴대폰으로 뱅킹도 하고싶은데 한대만 인증되고, 둘다인증을 못받네요~ 택일하는 것외 동시 사용가능하게 부탁합니다 안되면 증권앱을 분리하던가 태블릿에서 조회만이라도 가능하게 해주세요",5,2023년
2019년 2월 1일,이번 업데이트로 갑자기 UI가 확 바뀌어서 좀 당황스러웠는데 쓰다보니 괜찮은것 같아요. 무엇보다 카드 사용내역을 바로 확인 할 수 있는게 좋네요. 다만 송금을 굳이 앱을 열자마자 보이게 할필요는 없을 것 같아요. 제 생각엔 전과같이 어플을 실행 했을때 계좌 리스트가 나오게 하고 거기서 송금을 누르는 방식이 사용자 입장에서는 더 좋은것 같습니다.,4,2019년
2022년 1월 9일,전까지는 잘만 썼었는데 어느 날부턴가 갑자기 로딩이 안되거나 매우 느리며 내역 확인이 안됩니다. 정말 잘 쓰고있는데 갑자기 이렇게 돼서 너무 화가나네요. 잔액 역시도 제멋대로 바뀌거나 내역 내용이 빠져 더욱 혼동을 주며 다시 재로딩을 해도 바뀌는건 없네요. 빠른 시일 내에 고쳐졌음합니다.,1,2022년
2019년 2월 7일,토스어플 왜이렇게 무거워졌나요? 이전엔 안그랬는데 최신버전 업뎃하고나서 앱열리자마자 바로 닫혀요 은행앱이나 토스와 비슷한 경쟁 어플들은 잘만열리는데 토스만 그래요 잘쓰고있었는데 어거지로 다른 어플 쓰고있습니다. 갤럭시 s8+입니다. 램 여유 용량 2기가 넘는데도 그래요 빠른 개선부탁드립니다. 그리고 토스에서 추천하는 마이너스통장 개설했는데 신용점수 160점이나 떨어졌어요 개설만했지 1원도 안썼는데 너무하네요.. ㅜㅜ 10점 올리기도 힘든데 토스가 추천하는 상품들도 함부로 못하겠네요,1,2019년
2019년 6월 5일,송금 보내는 기능은 매우 편리한데요. 송금 기록 타임라인에서 검색 안되는건 정말 이해할수 없네요. 검색 기능이 구현하기 어렵지도 않을거 같은데... 너무 불편합니다. 예전에 얼마를 송금했는지 확인하려면 타임라인을 하나씩 하나씩 다 보다가 지쳐서 결국 확인을 못하네요,3,2019년
2022년 12월 13일,"다 좋은데.. 내가 지금 가지고 있는 실물 현금도 체크할 수 있는 기능이 있으면 좋겠네요 수기 입력은 가능하나, 자산 란에 표시가 안되면 무슨 의미가있는지..(수입, 지출 계산도 자동으로 안되고) 뱅크는 실물 현금도 관리가 가능해서, 가계부는 뱅크에서 쓰게 됩니다.. 토스도 실물 현금을 등록하고, 자동으로 빠지고.. 그런 기능이 추가 됐으면 좋겠습니다.",3,2022년
2022년 1월 4일,평소 토스를 정말 정말 아주 잘 애용하고 있던 유저입니다. 이번 1월 1일 업데이트 이후 토스를 사용하기에 어려움이 생겼습니다. 인증을 여러 차례 했으나 인증이 되지 않은 듯 진행 되지 않습니다. 심지어 신분증 인증을 해 토스인증서를 받았으나 인증이 되지 않습니다. 빠른 개선 부탁드리겠습니다.,3,2022년
2019년 9월 27일,송금 및 퀴즈등 계좌관리랑 흥미위주로 잘 만드신거같긴한데 적금은 어떤계좌는 업데이트가 되고 어떤계좌는 계좌등록호환이 안되더라구요. 그리구 저축은행계좌도 좀더 많은 은행들이 호환되었으면 좋겠어요. 토스로 요즘 계좌관리중이라 편안하긴한데 몇몇 확인안되는 부분때문에 아쉽네요. 그외 토스프라임 신청했는데 무료송금으로 유용하게 이용중이어요. 특히 농협같은경우에는 수수료가 때이는 경우가 많았는데 비상계좌로 언제 어느때는 편하게 무료송금서비스 이용중입니다. 프라임 쓸만해요 ^^,5,2019년
2023년 3월 22일,"z flip3 사용자 입니다. 한 2주 정도 됬는데 토스가 굉장히 느려졌습니다. 폰 자체 문제인가 싶었는데 다른 어플은 잘 되서 토스 문제라고 보이네요. 재부팅을 하면 잠깐은 괜찮지만 잠시 뒤면 다시 또 느려집니다. 요번주 폰을 몇번 재부팅했는지 모를지경입니다. 원인 파악 후 해결 부탁합니다. 저만 그런게 아니라 저희 가족 모두 그렇습니다. 다른 가족들은 S9, A90 5G, LG X6 기종입니다.",1,2023년
2023년 2월 3일,"토스 주식에 있는 일정 캘린더는 진짜 잘 쓰고 있습니다. 하지만 기기의 절절모드가 아님에도 토스 주식 창만 들어갈려면 버벅거리고 로딩창 뜨는 것, 보고있는데 갑자기 로딩 뜨고 터지는 것, 한 기기에서만 로그인이 된다는 점 너무 불편하네요. 여러기기 동시에 들어갈 수 있고 컴으로만 할 수 있도록 만들어 주세요. 저만 이런 현상이 있는 것도 아닌것 같은데 제발 고쳐주세요.",3,2023년
2023년 4월 11일,다양한 방법으로 실제 현금 포인트를 모을수 있다는게 정말 좋습니다. 추가적으로 한가지 건의하고 싶은게 있습니다. 주식모으기 할때 손실중일때만 모을수 있는 옵션이 있으면 좋을것 같습니다. 손실금도 %로해서 일정 손실 이상일때만 주식모으기가 실행되면 더 안정적으로 자산관리가 될것 같아서요.,4,2023년
2022년 4월 20일,"(건의) 카드 대금을 미리 모으기 기능으로 분류해두는데 인터페이스가 많이 불편합니다. 금액 입력 시 좌우 스크롤보다 직접 입력이 먼저 활성화되었으면 좋겠고, 바로 별명을 지을 수 있으면 합니다. 지금은 생성->박스클릭->관리->별명으로 가야해서 번거롭습니다. 모으기 탭에서 박스들 선택 삭제 기능도 있었으면 합니다.",4,2022년
2021년 11월 12일,일단 중학생이여서 계좌이체 이런 기능들은 거의 쓸 일이 없지만 토스를 쓰는 이유는 카드 값을 보기 너무 편합니다 그리고 qr체크인 그것도 위젯으로 바탕화면 추가하면 정말 간편하고 편해요 그리고 다른 앱들과 달리 qr체크인 인증을 한번만 해도 된다는게 정말 좋습니다 앞으로 더 좋은 기능 만들어주시고 잘 쓰겠습니다!,5,2021년
2022년 8월 3일,안녕하세요. 토스를 주로 계좌이체와 월 사용 내역 확인용으로 사용하고 있습니다. 지금 Ui나 환경도 마음에 들지만 한가지 아쉬운 점이 있어 글 남깁니다. 월 소비내역을 조회 시 미 포함 기능이 있지만 간혹 회식 때 한꺼번에 결제하고 후에 동기들 한테 돈을 받는 경우가 있습니다. 이런경우 미포함 하기엔 저도 사용한 금액이 있어 애매합니다. 그래서 새로운 기능으로 해당 내역에서 실제 내 금액을 적어 그 금액만 반영되었으면 합니다. 그러면 월에 구체적으로 내가 얼마를 소비했는지 알 수 있어서 더 편해질듯 합니다.,5,2022년
2023년 2월 25일,"누구 아이디어인지 모르겠지만 주변에 토스를 켠 사람 기능을 이용해 받은 포인트를 상단바 알림탭에 고정하자고 기획한 사람은 꼭 감봉당하면 좋겠습니다. 끄는 옵션도 도저히 찾을 수가 없네요. 알림을 차단하자니 잘 쓰고있는 만보기 알림도 꺼져서 할 수도 없고요. 제발 고정 상단바 켜고 끄기 기능 추가를 하든, 잘 보이는 곳에 두든 뭐라도 해주세요.",1,2023년
2021년 10월 15일,그동안 토스만보기를 잘 사용했는데 며칠 전부터 토스뱅크 업데이트 때문인지 만보기의 걸음 수가 너무 작게 나오네요. 예를 들어 핸드폰자체 만보기에는 2709걸음인데 토스 만보기는 73걸음으로 나옵니다. 다른 기능들은 잘 사용하고 있습니다. 만보기 오류현상 속히 답을 바랍니다.,5,2021년
2023년 10월 24일,전에 리뷰 달았을 때 문의 해달라고 해주셨는데 카카오톡으로 문의 하려고 했는데 잘 안되더라구요 그래서 여기에 다시 남깁니다. 카드를 사용해서 키오스크에 결제 할 때 카드오류가 뜨거나 아예 카드가 인식이 안됩니다. 그래서 직원이 다시 해주셔도 안될때가 있습니다. 최근 이런 일이 점점 잦아지고 있습니다 ㅠ 카드 결제가 안되서 거의 현금으로 결제하고 있습니다. 너무 불편해요..,3,2023년
2023년 10월 14일,와우 포인트 랜덤으로 바뀌고나서 1분도 안돼서 끝나는거는 기본이고 만보기 랜덤ㅋㅋㅋㅋ 수수료 10%까지 대단합니다ㅎ 댓글 달아주시는 관리자분은 힘이 없는거 알지만 강제 광고 때문에 핸드폰 자체가 느려지고 있는데 이거 고칠 생각은 1도 없고 어휴 조만간 평점도 4 깨지겠는데 인지 안하시나 봐요ㅎ,1,2023년
2023년 10월 17일,"9월14일부터 순차적으로 만보기 미션이 변경된다고해서 10월17일00시부터 적용됬는데... 정말 포인트가 적다... 이전엔 1000보와 5000보를 걸으면 각 10포인트씩, 10000보 걸으면 20포인트, 방문미션 5군데 방문시 각 20포인트씩 100포인트로 총 140포인트를 받았는데... 아니... 만보기미션이 변경되면 더 좋아질거라면서 무슨 10000보까지 걸었는데 11+9+10+10+10로 50포인트만 주는지... 이전에도 방문미션 중복장소에 관한건으로 상담원께 전달드리니 담담부서에 전달드려 개선하겠다며 말씀주셔도 5번이나 방문중복미션으로 인증되고... 더 좋게 변경되었단 만보기미션에 대해도 포인트건에 대하여 문의드려도 내부부서에 전달만 해주겠단 피드백만 주시고... 이게 좋아진게 맞나요? 바뀐 만보기미션 후 포인트가 적게들어와서 불만있는 회원은 기존의 만보기미션과 방문미션이 있는 버전으로 이용할 수 있게끔 해주면 안되나요?",1,2023년
2023년 10월 25일,갑자기 포인트 출금 수수료가 10%??? ㅎㅎ 토스 이미지가 갈수록 말이 아니네 공지를 해주던가 업데이트 했더니 메인 정리해 놓은 계좌 멋대로 바꿔 버리고 사용자 배려보다 포인트 나가는걸 아끼는 모습이 정 떨어지려고 하네요.. 광고 많아지고 포인트 제도도 계속 바뀌는데 포인트에서 수수료를 이렇게 가져간다니 점점 실망스럽습니다... 차라리 추가 광고를 넣지말던가... 어차피 여기 백날 적어도 안바뀌겠죠ㅎㅎㅎ 고생하세요~,1,2023년
2023년 10월 24일,부르지도 않은 청소요정이 나타나서 제 계좌들을 다 숨겨 버렸습니다. 그래서 제가 수고스럽게 계좌들을 일일히 다시 첫 화면에 노출시켰습니다. 청소요정을 기획한 개발자는 짤라버려요. 그리고 소비 탭도 사라졌네요? 이번 달 쓴 금액을 눌러야지 소비 내역을 확인할 수 있습니다. 제발 쓸데없이 UI 변경 하지 마세요. 소비자들은 익숙한 UI를 좋아합니다. 안 그래도 토스 앱에서 광고가 눈에 띄게 증가해서 거슬립니다. 이전에 익숙한 UI로 돌려 놓으세요.,1,2023년
2023년 10월 21일,만보기 포인트랑 함께켜고포인트 다 줄여서 살림살이좀 나아졌습니까? 만보기에는 쓸모도 없는 아이템인 산삼? 20개씩이나 모아서 받는다는 혜택이 걸음수 30프로 증가? ㅋㅋㅋ 장난치는거도 아니고 산삼 받으면 포인트도 못받고 진짜 치사한거 같네요ㅋㅋ 포인트 줄여서 토스 번창하시길 바랍니다^^,1,2023년
2023년 10월 11일,만보기 어플 변경 원치 않았는데 자동 변경 되어 속상해요.예전 어플을 원하는데 변경 요청 드립니다.좋아진게 아니라 나빠졌네요. 예전 어플로 빠르게 변경해 주세요.,1,2023년
2023년 10월 12일,어머니께서 자사 서비스인 만보기 기능을 애용하십니다 최근 만보기 화면이 개편되면서 포인트를 받는데 어려움이 있습니다 폰트사이즈가 커도 화면 내 기능이 다 보일수있도록 개선해주세요,5,2023년
2023년 10월 11일,주변에 토스 켠 사람이 있단 알림받고 바로 들어가도 보이지 않아요. 번번히 그래서 업뎃 후에도 알림 와서 들어가면 보이지 않습니다. 며칠 전부터 계속 이러는군요. 계속 서비스가 난 좋아지는 거 같아요.,1,2023년
2023년 10월 11일,"라이브 쇼핑은 적립 안내 때문에 빨리 들어가야 하는데 빨리 들어가지도 못할 때가 있고, 오늘 바뀐 만보기는 세상에... 만보도 못 채우거나 겨우 채우는 사람도 있을텐데 2만을 채우라고 하는 건 너무하다고 생각 안 하세요? 2만보를 채우는 사람이 얼마나 있다고 생각하고 2만으로 설정하신 거예요?",1,2023년
2023년 10월 25일,"다른 어플들이랑 비교했을 때 특이하거나 유용한 기능은 별로 없는 것 같음 특히 카카오뱅크 같은 삼성페이 지원이나 atm충전도 안되는 점, 카드 없이 티머니 환불이 안되는 점이 생각보다 굉장히 블편함 토스 카드 찾아서 티머니 다 환불받고 나면 딱히 쓸 일 없을 것 같음 토스 고객센터 상담이나 토스로 고객 유치하는 것은 잘하는 것 같은데 있는 고객들을 유지시킬만한 서비스들이 많이 부족하다고 느껴짐",1,2023년
2023년 10월 26일,산삼같은 거는 포인트도 주면서 보너스로 주는 아이템 취급을 해줘야지 포인트도 안주고 20개정도나 모아야하는데 뭐가 이득이 되는거죠? 수십개 모아서 포인트 2배나 걸음수 30프로 얻는거보다 그냥 8원이라도 주는게 사용자들 입장에서는 더 좋습니다. 다른분들 리뷰보면 저런게 무슨 혜택인것처럼 답변을 달아놓으셨던데 산삼조각 1개당 8포인트로 쳐도 산삼 한번 쓸때 아무리 못해도 100포인트 정도는 줘야 좋은거지,1,2023년
2023년 10월 15일,교통카드 기능 충전하기 너무 불편해요;; 아침에 빨리 버스 타야 하는데 충전이 안돼서 못 타기 십상입니다. 점검도 너무 많고요 특히 등교·출근시간때에 사람 몰려서 이용 불가하는것도 고쳐주셨으면 합니다.,3,2023년
2023년 10월 20일,이번 주 미션 혜택이 답답합니다 이미 참여했던 미션이 반복적으로 나와 이용이 불가능합니다. 이미 참여했던 미션을 사용자가 제외시켜 다른 미션으로 바꿀수있게 하던지 토스 시스템적으로 아예 안나오게 하였으면합니다.,2,2023년
2023년 10월 18일,만보기 원복해주시면 안되나요? 재미를 위해 개편하셨다고 하는데 재미가 없어졌네요.. 네이버나 여기 리뷰 보니 저만 별로인거는 아닌 것 같습니다. 고생은 똑같이 하고 얻을 수 있는 베네핏은 너무 줄어버렸네요. 랜덤포인트 20원 최대라 해봤자 최대 하루 100원인가요? 포인트가 기존 140원보다 줄어버리니 너무 재미가 없어졌는데... 산삼같은건 필요없으니 원복해주세요. 포인트 출금시 10%씩 떼가는거나 친구받기 혜택 준 것도 그려러니 했는데 만보기 개편은 많이 킹받네요,1,2023년
2023년 10월 18일,"개발자님. 앱에 대해서 두가지만 물어 봅니다. 1. 토스앱에서 만보기는 만보까지만 적용이 되나요? 2. 옛날앱에서는 만보기에 장소를 방문하여 포인트를 받는게 있었는데, 지금의 앱에는 보이지가 않습니다. 확인 부탁드립니다.",2,2023년
2023년 10월 17일,만보가 변경되어 장소미션 100원과 만보 40원 합해서 고정 140원 받던것이 만보 후 랜덤 받기로 변해서 50원 받는걸로 변했네요 정말 쓰레기 같이 변했네요 토스 포인트를 토스통장으로 옮기는 것도 수수료 10%나 받으면서 이런식의 변경은 정말 더럽네요 무료로 포인트를 주는것도 아니고 자신의 시간을 투자하여 광고와 퀴즈등을 츰여하여 받는건데 더 달라고 한것도 아닌데 오히려 줄여버리니 의욕이 없어지네요,1,2023년
2023년 10월 18일,잘쓰고있는데 이번 업데이트는 뭐 돈 절약하시려고 만든건가요~? 기존 걸으면서 하루 140원 받는거를 아무리 랜덤으로 업데이트된게 하루 100원도 못받는데 좀 그렇습니다~! 처음 업데이트 내용에는 더 좋아진다고 하던데 그렇지 못한게 아쉽네요~ㅠㅠ,4,2023년
2023년 10월 24일,폰을 정말 쓰레기로 만들어버리는 능력이 탁월... 어플 3분사용 백그라운드 3시간 동작 배터리 38.4% 사용 ㅎ 카메라도 버벅이게 만들고 모든 터치 동작도 버벅이게 만들고 배터리마저 광탈하게 만드는 대단한 어플,1,2023년
2023년 8월 9일,라이브 광고 전보다 더 안좋네 아무리 주기 싫어도 겨우 3원줄거면서 너무 쪼잔하게 제한을 걸어두네 그리고 요즘들어서 핸드폰이 먹통되길레 왜그런가 했는데 알고보니 토스랑 관련된거였네 토스 업데이트 전에는 아무 이상 없는데 업데이트후에는 하루에 1~2번이상 기본으로 먹통되어서 아무것도 터치 안되니까 사용하는데 큰지장이 생기네요 다른거 몰라도 이건 개선해야합니다,1,2023년
2023년 10월 22일,좋아요 잘사용하고 있어요 채우기 보내기 기능 너무 편하고요. 그런데 만보기 바뀌고 아이템으로 산삼주는건 정말 싫어요 하루 두번이나 받는건 정말 화가나요 그거 없어졌음 좋겠어요,5,2023년
2023년 10월 18일,갈수록 포인트 정책이 야박해 지고 있네요. 만보기 포인트 차감괸 것도 모자라 운동하면서 도착지점에서 클릭하지 않으면 포인트 지급도 안되네요. 운동하면서 일일이 도착지점 도달까지 체크하면서 운동한다는 자체가 포 인트 주지 않기 위한 얄팍한 상술아닌가요?,4,2023년
2023년 10월 18일,변경 된 만보기는 정말 최악이네요 평균 50원웃도는 금액으로 변경시키고선 무슨 더 많은 포인트인가요? 수수료 붙인것도 모자라 지역문제때문에 방문미션을 없앴다? 그게 맞나요? 그럼 방문미션지를 넓히시던지하시지 이게뭔지 수수료를 빼던지 기본 만보기를 100원으로 셋팅하시던지 해주세요.,1,2023년
2023년 8월 20일,업데이트후 불편 라이브쇼핑 9시보기가 9시3분에 뜨니 당연히 시간지연으로 적립안되고 알람켜기도 하나켜면 다시 맨위로 올라가고 다음꺼 알람켜기하면 또 맨위로 올라가있고 바빠죽겠는데 라이브쇼핑 적립금주기 싫으면 하지를 말던가 업데이트를 하려면 쓰기편하게 해주던가;; 답답해 죽겠네요,1,2023년
2023년 10월 22일,"혜택(함께토스켜기, 만보기 등)이 확 줄어서 주변인들에게 소개하던 것도 멈췄네요.. 장소 방문 등 재미있게 운동할 수 있고 좋았는데 그 매력이 사라졌어요.. 이제 토스 설치하란 말은 안할 것 같아요..",2,2023년
2023년 10월 24일,"만보기 지원안된다고 안되네요. 엑셀레로미터, 자이로스콥, 오리엔테이션, 지오마그네틱 필드 센서가 정상 동작하는데 말입니다. 고객센터에 전화했더니 배터리 무제한하라는 말만,,, 대책 좀 세워주세요",2,2023년
2023년 9월 19일,"토스앱을 지인의 추천으로 시작하게 되었는데, 은행업무 및 신용카드 사용기록 관리, 등이 편리해졌으며, 은근히 걷는 행동에 자극제이면서, 근처 공원에 있는 포인트를 찾는 재미도 있고, 매일 매일 포인트를 쌓는 재미도 있어서, 열심히 잘 사용하고 있습니다^^ ""토스여~, 번창하라!""",5,2023년
2023년 8월 16일,토스모바일은 가입은쉽게해놓고 해지등등은 뭔 다운받아서 메일로보내라고히냐?모바일로 작성해서 해지하게해야지 전형적인 양아치들짓을하고있네.가입은쉽게 해지는어렵게.요즘세상에 다운받아서 메일로보내라는 개같은짓을하는 모바일업체를다보내 .상종하지말아야하는가보다 여기는...,1,2023년
2023년 8월 15일,교통카드 충전하려고 오천원을 넣었는데 충전이 안됐다네요 분명 통장에서 빠져나갔는데요 혹시 오륜가 싶어 다시 한번 5천원을 충전하니 그건 충전이 됐어요 전 그래서 교통카드에 총 만원을 충전해서 통장에선 만원이 빠져나갔는데 교통카드엔 오천원만 충전이 된 상태에요 그럼 그 나머지 오천원은 대체 어디간건가요 진짜 제가 열이 뻗치네요 그리고 이건 희망사항인데 교통카드 충전 방법좀 바꿔주세요 핸드폰 뒤에서 스캔도 안되고 시간도 엄청 오래걸립니다,1,2023년
2023년 9월 4일,최근들어 실행 속도가 너무 느려지고 계속 튕기네요 특히 보관하기에 들어가서 돈을 꺼내야 하는데 보관하기에 들어가지지 않습니다 어플을 지웠다가 다시 설치해도 똑같고요 우선 돈을 다 빼놔야겠어요 필요할때 어플이 작동이 되지 않아 돈을 찾지 못하는 불상사가 일어날것 같아요 불안하네요,1,2023년
2023년 10월 12일,"""함께토스켜고 포인트받기"" 원래 주변 한꺼번에 여려명 뜨더니 언제 부터 한명씩만 뜨더라고요. 계속 나갔다 들어갔다 수십번은 들락거려야 뜹니다.. 저만 그런게 아니구요.. 재부팅이나 업뎃해도 마찬가지",1,2023년
2023년 9월 3일,"항상 잘 애용하고 있습니다. 국내 소수점 주식 구매도 가능했으면 좋겠습니다. 이따금씩 서버 문제인지 송금 오류, 주식 매매 지연 오류가 뜨는데 중요한 순간에 그런 경우가 생겨 난처할 뻔한 적이 있었습니다.",5,2023년
2023년 10월 14일,"라이브가 8초만에 사라지는게 어이가없네요ㅎㅎ 선착순 10명정도되나봐요?? 만보기 혜택도 엄청줄이고,즐거움 더하게 만들었다는데..훨씬 재미없게 되었어요ㅋㅋㅋ조만간 혜택창을 없애실거같네요~기계적인 답변 하시겠죠?? 고객 소리를 듣고 개선을해야지..갈수록 엉망이네요",1,2023년
2023년 10월 7일,"정말 좋지만 어쩌다 한번씩 계속해서 인터넷 연결에 문제가 있다면서 저금통 사용을 못 하게 하네요. 와이파이를 바꿔보고, 데이터를 켜보기도 했지만 다 안 되네요. 지우고 다시 까는 중입니다;;",3,2023년
2023년 10월 11일,꽤 오래 썼는데 누적사용자 많아지니까 무료출금이나 친구관련해서 오히려 혜택을 줄이고 있네요. 이번 만보기 업데이트도 만보만 걸어도 140원은 찍는데 업데이트전에 혜택 더 많아지는 것처럼 해놓고 막상 해보니 반의 반도 못범. 일단 벌어놓은것만 출금하고 발빼는게 나을듯.,1,2023년
2023년 10월 1일,간단한 롤링배너 정도면 모를까 동영상 광고는 오히려 역효과라고 생각합니다. 이건 토스 이미지에도 역효과입니다. 증권 기능이나 보강해 주시길 바랍니다.,4,2023년
2023년 10월 3일,교통카드기능 넣어서 사용중인데 요즘들어 마그네틱 손상이 빨리되는건지 리더기에 카드 찍으면 잘 안찍히네요.ㅠㅠ 3번 카드교체를 했는데 또 해야할거 같습니다.카드가 한번은 그냥 부서지기도 했어요. 확인을 좀 해주시고 보내주시길 부탁드립니다.,3,2023년
2023년 8월 17일,회사가 어렵나. 포인트 주는거가 점점 더 박해지네. 갑자기 선착순으로 주더니 이젠 알림누르는 것도 귀찮게 해놨네. 알림신청 누르고 다시 처음 화면으로 가면 누가 다시 아래로 스윕해서 다시 알림신청누르고 그럽니까?,1,2023년
2023년 9월 19일,어플 업데이트 이래서 잘 안하는데 ㅠㅠ 포인트 현금화에 업데이트를 꼭 해야한다고 해서 그려려니 했더니 cpu 과부하 알림 뜨고 어플 버벅이고 배터리 광탈에 . 문제가 한두가지가 아닙니다. 광고 도입은 뭐 뭐라할껀 아닌데요. 이건 아니잖아요...,1,2023년
2023년 9월 20일,예전에 이렇게 심하지 않았는데 갈수록 느려지구 버벅거림고 팅기고 그럽니다 보기 싫은 동영상도 강제로 보게해주고 포인트 출금 수수료도 무료 10프로 띠고 칭구함께 토스켜고도 10원주던것도 쌍방 칭구해야지 10원주고 라이브쇼핑도 1분도 지나지 않아 3원짜리 하나도 없고 만보기는 위치가 맞다 안맞다 하고 너무 많은 용량에 배터리 소모는 장난 아닙니다 그러다 보니 사양 낮은 폰은 자주 팅깁니다 보시죠 혜택을 계속 줄고 뭐 하나 좋아진게 있긴 한건지 모르겠네요 제가 왠만해서 이런글 쓰지 않는데 참다참다 씁니다 평점도 계속 줄어들고 진짜 이러다 사람들 다 떠남니다 빠른 개선 부탁 드려요,2,2023년
