날짜,리뷰,별점,month,리뷰1,리뷰2
2022년 5월 25일,"어느순간부터 카드예정금액이 세부내역이 업로드가안됩니다. ex)전전월10일~전월9일 내역이 당월 11일되면 예정금액과함께 세부내역이 업로드가 항상되왔는데, 어느순간부터는 결제일이 되어도 청구될내역이 확정되지않았다고만 뜹니다. 그리고 결제한 하루이틀뒤에 전월사용내역에 들어가면 승인내역이 업로드되어있고, 결제전에 내역이 떠있어야하는데 이부분 수정바랍니다.",3,2022년,어느순간부터 카드예정금액이 세부내역이 업로드가안됩니다 EX 전전월 일 전월 일 내역이 당월 일되면 예정금액과함께 세부내역이 업로드가 항상되왔는데 어느순간부터는 결제일이 되어도 청구될내역이 확정되지않았다고만 뜹니다 그리고 결제한 하루이틀뒤에 전월사용내역에 들어가면 승인내역이 업로드되어있고 결제전에 내역이 떠있어야하는데 이부분 수정바랍니다,"['순간', '부터', '카드', '예정', '금액', '세부', '업로드', '가안', '전전', '전월', '예정', '금액', '세부', '업로드', '항상', '순간', '제일', '어도', '청구', '확정', '결제', '하루', '이틀', '전월', '승인', '업로드', '제전', '이부', '수정']"
2022년 12월 29일,업데이트 후 앱 튕김 및 오류 발생됩니다. 이런 현상이 몇몇 발생되는데 매번 플레이스토어 캐쉬 삭제하라는 답변만 하고 앱업데이트가 문제가 있는지 확인 안하십니까. 플레이스토어 캐쉬 삭제해도 같은 현상이 발생되니 제대로 확인해서 답변 주십시오,1,2022년,업데이트 후 앱 튕김 및 오류 발생됩니다 이런 현상이 몇몇 발생되는데 매번 플레이스토어 캐쉬 삭제하라는 답변만 하고 앱업데이트가 문제가 있는지 확인 안하십니까 플레이스토어 캐쉬 삭제해도 같은 현상이 발생되니 제대로 확인해서 답변 주십시오,"['업데이트', '튕김', '오류', '발생', '현상', '몇몇', '발생', '매번', '플레이스토어', '캐쉬', '답변', '업데이트', '문제', '플레이스토어', '캐쉬', '현상', '발생', '제대로', '답변', '시오']"
2022년 5월 23일,"디자인 깔끔하고 계죄관리도 간편해서 잘 쓰고 있는데, 자꾸 만보기 걸음수를 제대로 인식 못해요. 한두 번도 아니고... 삼성헬스 어플이랑 3천보 가까이 차이가 나도록 인식을 못하는 건 개선이 필요할 것 같습니다.",2,2022년,디자인 깔끔하고 계죄관리도 간편해서 잘 쓰고 있는데 자꾸 만보기 걸음수를 제대로 인식 못해요 한두 번도 아니고 삼성헬스 어플이랑 천보 가까이 차이가 나도록 인식을 못하는 건 개선이 필요할 것 같습니다,"['디자인', '계죄', '관리', '간편', '음수', '제대로', '인식', '삼성', '헬스', '어플', '천보', '가까이', '차이', '도록', '인식', '개선', '필요']"
2022년 9월 18일,전반적으로 편리합니다만 제가 해외에 있는지라 인터넷이 좀 느립니다 주식을 사려고 구매 버튼 누르면 구매창으로 넘어가질 않고 해당 패이지만 새로고침 되더군요 가끔씩 구매가 되기도 합니다만 안될때가 대부분입니다,3,2022년,전반적으로 편리합니다만 제가 해외에 있는지라 인터넷이 좀 느립니다 주식을 사려고 구매 버튼 누르면 구매창으로 넘어가질 않고 해당 패이지만 새로고침 되더군요 가끔씩 구매가 되기도 합니다만 안될때가 대부분입니다,"['반적', '편리', '다만', '해외', '지라', '인터넷', '주식', '사려', '구매', '버튼', '구매', '해당', '이지', '새로고침', '가끔', '구매', '기도', '다만', '대부분']"
2022년 1월 10일,인증서 발급때문에 계좌인증하려고만 하면 돈은 입금되는데 입급한 닉네임이 표시가 안돼요. 표시가 되어도 시간초과로 인증이 이미 끝난 경우에만 겨우 표시되고요. 큰 불편을 겪고 있습니다. 속히 고쳐주시길 바랍니다.,1,2022년,인증서 발급때문에 계좌인증하려고만 하면 돈은 입금되는데 입급한 닉네임이 표시가 안돼요 표시가 되어도 시간초과로 인증이 이미 끝난 경우에만 겨우 표시되고요 큰 불편을 겪고 있습니다 속히 고쳐주시길 바랍니다,"['인증서', '발급', '계좌', '인증', '입금', '닉네임', '표시', '표시', '어도', '시간', '초과', '인증', '겨우', '표시', '고요', '불편']"
2022년 7월 31일,토스 사용하는데요 지금30일째 매수 매도가 슬라이드 처럼화면이 넘느려서 타이밍 놓치고있고요.토스화면 자체가 움직이지.안을때가있어.처음으로다시.들어갈때가있어.너무불편합니다.혹시나싶어.핸드폰도바꾸워는데도 똑같네요. 빠른시일 안에 부탁드립니다ㅠ.,2,2022년,토스 사용하는데요 지금 일째 매수 매도가 슬라이드 처럼화면이 넘느려서 타이밍 놓치고있고요 토스화면 자체가 움직이지 안을때가있어 처음으로다시 들어갈때가있어 너무불편합니다 혹시나싶어 핸드폰도바꾸워는데도 똑같네요 빠른시일 안에 부탁드립니다,"['매수', '매도', '슬라이드', '처럼', '화면', '타이밍', '고요', '화면', '움직', '이지', '음으로', '불편', '핸드폰', '시일', '부탁', '드립']"
2022년 9월 30일,"항상 편리하게 쓰고 있는 점 감사드립니다. 업데이트를 의무화 하는 경우, 제대로 테스트된 시점에서 진행했으면 좋겠습니다. 다른 앱이면 모르겠지만 돈 굴리는 앱에서 이도 저도 못하는 문제를 겪어서 난감했네요.",3,2022년,항상 편리하게 쓰고 있는 점 감사드립니다 업데이트를 의무화 하는 경우 제대로 테스트된 시점에서 진행했으면 좋겠습니다 다른 앱이면 모르겠지만 돈 굴리는 앱에서 이도 저도 못하는 문제를 겪어서 난감했네요,"['항상', '리하', '감사', '드립', '업데이트', '의무', '제대로', '테스트', '시점', '진행', '이면', '굴리', '이도', '문제', '난감']"
2022년 1월 2일,업데이트가 안되네요 ㅠ 삭제 후 열기해야 되나요? 업데이트하려니 제거 / 열기만 나타나고 열기 누르니 기존 앱으로 이동하고.. 그냥 업데이트 누르면 되게 해주면 안되나요? 어떤 설명을 듣고 업데이트해야만 하는 상황인가요? ㅠㅠ,1,2022년,업데이트가 안되네요 삭제 후 열기해야 되나요 업데이트하려니 제거 열기만 나타나고 열기 누르니 기존 앱으로 이동하고 그냥 업데이트 누르면 되게 해주면 안되나요 어떤 설명을 듣고 업데이트해야만 하는 상황인가요,"['업데이트', '열기', '업데이트', '제거', '열기', '나타', '열기', '기존', '이동', '업데이트', '설명', '업데이트', '야만', '상황']"
2022년 9월 1일,평소와 다른 거래가 발건되었다면서 본인인증을 하라더니 신분증 훼손 전혀 안됬고 인쇄물이 아닌 실제 신분증 가지고 했는데 정보긴 제대로 입력됬는지 보라는 말만 계속 나오고 안넘어가네요. 신분증을 자동으로 촬영하겠다더니 잘 하지도 못하더만ㅎ 그리고 카드르 하려했더니 이번엔 또 인증가능 횟수긴 지났다네요?? 하 이번에 처음 있는일도 아니고 가끔 송금해야할때마다 매번 본인인증 때문에 너무 스트레스 받네요. 개선됬으면 좋겠네요. 원래 토스앱 굉장히 유용하다 생각했는데.. 실망입니다.,1,2022년,평소와 다른 거래가 발건되었다면서 본인인증을 하라더니 신분증 훼손 전혀 안됬고 인쇄물이 아닌 실제 신분증 가지고 했는데 정보긴 제대로 입력됬는지 보라는 말만 계속 나오고 안넘어가네요 신분증을 자동으로 촬영하겠다더니 잘 하지도 못하더만 그리고 카드르 하려했더니 이번엔 또 인증가능 횟수긴 지났다네요 하 이번에 처음 있는일도 아니고 가끔 송금해야할때마다 매번 본인인증 때문에 너무 스트레스 받네요 개선됬으면 좋겠네요 원래 토스앱 굉장히 유용하다 생각했는데 실망입니다,"['평소', '거래', '발건', '본인인증', '신분증', '훼손', '전혀', '인쇄물', '실제', '신분증', '가지', '정보', '제대로', '입력', '보라', '안넘', '신분증', '자동', '촬영', '카드', '이번', '인증', '횟수', '이번', '처음', '일도', '가끔', '송금', '마다', '매번', '본인인증', '스트레스', '개선', '원래', '유용', '생각', '실망']"
2022년 1월 19일,안녕하세용~~ 토스 정말 잘쓰고 있어용~~ 다만 카드 혜택과 실적보기가 준비중이라고 뜨는데 언제쯤 되나요?? ㅠㅠ 실적 확인을 항상 토스로 했는데 그게 안되고 있어서 넘 불편해요~~ ㅠㅠ 쩜만 빨리...! 개발팀 화이팅..!!,3,2022년,안녕하세용 토스 정말 잘쓰고 있어용 다만 카드 혜택과 실적보기가 준비중이라고 뜨는데 언제쯤 되나요 실적 확인을 항상 토스로 했는데 그게 안되고 있어서 넘 불편해요 쩜만 빨리 개발팀 화이팅,"['안녕', '세용', '다만', '카드', '혜택', '실적', '준비', '중이', '언제', '실적', '항상', '그게', '불편', '개발', '화이팅']"
2022년 7월 11일,송금하려하니 새로운 기능 업데이트하라고 나와서 업데이트 누르니 업데이트는 되지도 않고 대기중만 뜨고 한참있다 다시 하는데도 계속 안돼고 있네요~~ 은행 뱅킹 사용해야하나 ~~ 업데이트 하라고 떠서 할려는데 계속 안돼는 이유는 뭘까요~? 송금도 안돼구ᆢ,1,2022년,송금하려하니 새로운 기능 업데이트하라고 나와서 업데이트 누르니 업데이트는 되지도 않고 대기중만 뜨고 한참있다 다시 하는데도 계속 안돼고 있네요 은행 뱅킹 사용해야하나 업데이트 하라고 떠서 할려는데 계속 안돼는 이유는 뭘까요 송금도 안돼구ᆢ,"['송금', '업데이트', '업데이트', '업데이트', '대기', '중만', '한참', '뱅킹', '업데이트', '송금']"
2022년 8월 17일,"토스를 잘쓰고 있습니다. 한가지 버그 같은데... 화면 설정을 어두운 모드로 사용하는데, 자꾸 밝은 모드로 돌아오네요",3,2022년,토스를 잘쓰고 있습니다 한가지 버그 같은데 화면 설정을 어두운 모드로 사용하는데 자꾸 밝은 모드로 돌아오네요,"['한가지', '버그', '화면', '설정', '두운', '모드', '모드']"
2022년 1월 12일,토스 이상해졌어요;;; 개선하기 전이 더 좋았던거 같은데 왜 이렇게 만들어 놓으신건지... 결제하면 찍히지도 않고 반영되지도 않고 많이 불편합니다. 그냥 원래대로가 좋아요,1,2022년,토스 이상해졌어요 개선하기 전이 더 좋았던거 같은데 왜 이렇게 만들어 놓으신건지 결제하면 찍히지도 않고 반영되지도 않고 많이 불편합니다 그냥 원래대로가 좋아요,"['이상', '개선', '전이', '신건', '제하', '반영', '불편', '원래']"
2022년 9월 21일,제가 스미싱 문자를 받아서 확인할려고 토스에 들어갔는데 평소에는 그냥 들어가지는데 갑자기 직업과 집주소를 묻는 실행창이 뜨더라고요. 확인 때문에 어쩔 수 없이 선택했지만 찝찝하네요. 우연의 일치이길 바랍니다.,3,2022년,제가 스미싱 문자를 받아서 확인할려고 토스에 들어갔는데 평소에는 그냥 들어가지는데 갑자기 직업과 집주소를 묻는 실행창이 뜨더라고요 확인 때문에 어쩔 수 없이 선택했지만 찝찝하네요 우연의 일치이길 바랍니다,"['스미싱', '문자', '평소', '직업', '주소', '실행', '고요', '선택', '우연', '일치']"
2022년 1월 2일,시스템 안정성이 최악이네요 앱에서 버튼이 그냥 장식 수준입니다. 누르면 또 동의하라하고 다시 처음으로 돌아가면 또 연결하라하고 연결 다한 후에 계좌 정보 누르면 또 연결하라하고 흔히 써먹는 뺑뺑이 수법을 굳이 앱에서까지 고증을 반영할 필요는 없겠죠!?,1,2022년,시스템 안정성이 최악이네요 앱에서 버튼이 그냥 장식 수준입니다 누르면 또 동의하라하고 다시 처음으로 돌아가면 또 연결하라하고 연결 다한 후에 계좌 정보 누르면 또 연결하라하고 흔히 써먹는 뺑뺑이 수법을 굳이 앱에서까지 고증을 반영할 필요는 없겠죠,"['시스템', '정성', '최악', '버튼', '장식', '수준', '동의', '음으로', '아가', '연결', '연결', '다한', '계좌', '정보', '연결', '뺑뺑', '수법', '굳이', '고증', '반영', '필요']"
2022년 1월 9일,업데이트 할수록 퇴보하는 느낌이 많이든다. 카드도 대놓고 있는것도 안된다하고 계좌도 계~~~~~속 등록해야하고 이럴꺼면 왜 사용하지 싶다. 괜히 내 정보만 가져다 바친듯한 느낌이 많이든다,1,2022년,업데이트 할수록 퇴보하는 느낌이 많이든다 카드도 대놓고 있는것도 안된다하고 계좌도 계 속 등록해야하고 이럴꺼면 왜 사용하지 싶다 괜히 내 정보만 가져다 바친듯한 느낌이 많이든다,"['업데이트', '수록', '퇴보', '느낌', '카드', '계좌', '등록', '정보', '느낌']"
2022년 7월 14일,업데이트후 토스증권 속도가 너무너무너무 느려졌어요 정말 손해가 이만저만 아니네요 토스 사용 못하겠어요 속도 어떻게 좀해주세요 업데이터후 갑자기 잘 안되요. 네트워크 오류라고도 뜨구요. 조치부탁합니다,1,2022년,업데이트후 토스증권 속도가 너무너무너무 느려졌어요 정말 손해가 이만저만 아니네요 토스 사용 못하겠어요 속도 어떻게 좀해주세요 업데이터후 갑자기 잘 안되요 네트워크 오류라고도 뜨구요 조치부탁합니다,"['업데이트', '증권', '속도', '손해', '속도', '데이터', '네트워크', '오류', '조치', '부탁']"
2022년 1월 9일,지금까지 잘쓰고있었는데 업댓하고 앱이 아주 개판이 됐네요 인증서 연결도 복잡해지고 타행 입출금 내역은 갱신도 안되서 그 은행 앱으로 드가서 확인해야하고 다른분들 리뷰보니까 나만 그런것 같지도 않은데... 편리해서 썻었는데 지금은 만족도가 매우 떨어지네요,1,2022년,지금까지 잘쓰고있었는데 업댓하고 앱이 아주 개판이 됐네요 인증서 연결도 복잡해지고 타행 입출금 내역은 갱신도 안되서 그 은행 앱으로 드가서 확인해야하고 다른분들 리뷰보니까 나만 그런것 같지도 않은데 편리해서 썻었는데 지금은 만족도가 매우 떨어지네요,"['업댓', '아주', '개판', '인증서', '연결', '복잡', '해지', '입출금', '갱신', '드가', '리뷰', '편리', '썻었는데', '만족도', '매우', '지네']"
2022년 9월 1일,사용하기 좋아요. 다른 결제도 다 되구요. 근데 오늘 갑자기 토스 앱을 들어가려고 누르면 나가지고 계속 중단됨 이라고 뜨네요. 이것만 고치면 진짜 좋은거 같은데 고쳐주세요. 토스 쓸 일이 많아서 이렇개 안들어가지면 좀 불편합니다. 이부분 고쳐주시길 바랍니다.,2,2022년,사용하기 좋아요 다른 결제도 다 되구요 근데 오늘 갑자기 토스 앱을 들어가려고 누르면 나가지고 계속 중단됨 이라고 뜨네요 이것만 고치면 진짜 좋은거 같은데 고쳐주세요 토스 쓸 일이 많아서 이렇개 안들어가지면 좀 불편합니다 이부분 고쳐주시길 바랍니다,"['결제', '오늘', '가지', '중단', '고치', '지면', '불편', '이부']"
2022년 11월 17일,"앱에다가 뭔 장난질을 쳐놓은거유? 왜 만보기류나 각종 메뉴란을 클릭하면 들어가지지도 않고 시간은 촉박해죽겠고 별짓을 다해도 안되는데 이런때일수록 앱 상태 체크좀 해야할듯 싶음, 짜증이 솟아오르는데 제대로좀 합시다.",1,2022년,앱에다가 뭔 장난질을 쳐놓은거유 왜 만보기류나 각종 메뉴란을 클릭하면 들어가지지도 않고 시간은 촉박해죽겠고 별짓을 다해도 안되는데 이런때일수록 앱 상태 체크좀 해야할듯 싶음 짜증이 솟아오르는데 제대로좀 합시다,"['에다가', '장난', '거유', '기류', '각종', '메뉴', '클릭', '지지도', '시간', '촉박', '해죽', '일수', '상태', '체크', '짜증', '제대로']"
2022년 1월 14일,계정에 버그가 생긴건지 실행하려면 안들어가지고 앱이 꺼집니다. 재설치하면 잘 되는듯하다 계정 로그인하면 똑같이 튕기고 안들어가집니다.,1,2022년,계정에 버그가 생긴건지 실행하려면 안들어가지고 앱이 꺼집니다 재설치하면 잘 되는듯하다 계정 로그인하면 똑같이 튕기고 안들어가집니다,"['계정', '버그', '실행', '려면', '지고', '재설', '치하', '계정', '로그인', '기고', '가집']"
2022년 2월 4일,토스 잘 쓰고있는데 업데이트가 너무 자주되고 실없는 업 보다 실속잇는 업됬음 좋겠습니다 업되면서 예전보다 계좌 추가 등록 하기가 복잡하고 너무 힘들어 졌어요 기본에 충실한 토스가 됐음 좋겟어요,3,2022년,토스 잘 쓰고있는데 업데이트가 너무 자주되고 실없는 업 보다 실속잇는 업됬음 좋겠습니다 업되면서 예전보다 계좌 추가 등록 하기가 복잡하고 너무 힘들어 졌어요 기본에 충실한 토스가 됐음 좋겟어요,"['업데이트', '자주', '실속', '계좌', '등록', '복잡', '기본', '충실']"
2022년 1월 5일,"업뎃할수록 사용이 불편해지는 이유는? 저번 업뎃이후로 이전보다 불편해서 불만이었는데, 이번엔 더 심함. 2022년 거래내역은 확인도 안되고 과거 내역도 출금, 입금만 표시돼서 내역확인은 불가. 유일하게 송금만 가능한데, 확인할 수 없음.",1,2022년,업뎃할수록 사용이 불편해지는 이유는 저번 업뎃이후로 이전보다 불편해서 불만이었는데 이번엔 더 심함 년 거래내역은 확인도 안되고 과거 내역도 출금 입금만 표시돼서 내역확인은 불가 유일하게 송금만 가능한데 확인할 수 없음,"['업뎃할', '수록', '불편', '해지', '저번', '업뎃', '이후', '이전', '불편', '불만', '었는데', '이번', '거래', '과거', '역도', '출금', '입금', '표시', '불가', '유일하', '송금']"
2022년 1월 4일,나갔다 들어오면 계속 오픈뱅킹 연결해달라하고 계속 반복반복... 오류인지 쓰기가 너무 불편해요 ㅜㅜ 그리고 업데이트하고 부터 출금내역만 남고 입금내역은 거의 다 사라져서 불편합니다... 입금내역 되돌려주세요ㅜ,1,2022년,나갔다 들어오면 계속 오픈뱅킹 연결해달라하고 계속 반복반복 오류인지 쓰기가 너무 불편해요 그리고 업데이트하고 부터 출금내역만 남고 입금내역은 거의 다 사라져서 불편합니다 입금내역 되돌려주세요,"['오픈', '뱅킹', '연결', '해달', '반복', '반복', '오류', '인지', '쓰기', '불편', '업데이트', '부터', '출금', '남고', '입금', '거의', '사라', '불편', '입금']"
2022년 3월 26일,"잘 사용하고 있습니다. 다만, 요즘은 잔액 갱신이 느리네요. 이는 특정 계좌나 어플 재설치와는 무관한 문제인듯 합니다. 꼭 좀 보완 부탁드립니다.",3,2022년,잘 사용하고 있습니다 다만 요즘은 잔액 갱신이 느리네요 이는 특정 계좌나 어플 재설치와는 무관한 문제인듯 합니다 꼭 좀 보완 부탁드립니다,"['다만', '요즘', '갱신', '특정', '계좌', '어플', '설치', '무관', '문제', '보완', '부탁', '드립']"
2022년 8월 17일,"보안강화는 좋은데...넘 불편 점점 사용하기 짱나고 ,조회 할때마다 신분증촬영은 번거롭고 너무 사용하기 불편합니다. 그리고 토스계좌 번호 복사기능 있어야 타은행앱에서 계좌이체 편할듯요!",2,2022년,보안강화는 좋은데 넘 불편 점점 사용하기 짱나고 조회 할때마다 신분증촬영은 번거롭고 너무 사용하기 불편합니다 그리고 토스계좌 번호 복사기능 있어야 타은행앱에서 계좌이체 편할듯요,"['보안', '강화', '불편', '점점', '조회', '마다', '신분증', '촬영', '번거', '불편', '계좌', '번호', '복사기', '계좌', '이체']"
2022년 8월 25일,간편하고 좋아요 근데 한가지 아쉬운점이 있네요 토스 주식은 버전이 낮아서 못하네요 ㅜㅜ 버전낮은 폰을 쓰는사람은 없는 사람은 주식도 못하네요 주식은 왜 만들어가지고~ ㅜㅜ 토스는 증권 회사도 아니면서... 있는 사람들만 할수있는거... ㅠㅡㅠ -건의 사항- 증권 주식을 따로 분리해서 앱을 만들었으면 좋겠습니다. 어차피 토스은행이랑 토스증권 주식은 버전도 다르고 렉도 많이 걸리 잖아요!,3,2022년,간편하고 좋아요 근데 한가지 아쉬운점이 있네요 토스 주식은 버전이 낮아서 못하네요 버전낮은 폰을 쓰는사람은 없는 사람은 주식도 못하네요 주식은 왜 만들어가지고 토스는 증권 회사도 아니면서 있는 사람들만 할수있는거 건의 사항 증권 주식을 따로 분리해서 앱을 만들었으면 좋겠습니다 어차피 토스은행이랑 토스증권 주식은 버전도 다르고 렉도 많이 걸리 잖아요,"['간편', '한가지', '주식', '버전', '버전', '사람', '사람', '주식', '주식', '지고', '증권', '회사', '사람', '건의', '사항', '증권', '주식', '분리', '어차피', '증권', '주식', '버전']"
2022년 6월 5일,"이용내역 상쇄기능이있었으면 좋겠어요 예를들면, 배민에 마라탕을 먹기위해 3만원을 충전했는데 마라탕값이 2만 천원이었다면, 9천원을 다시 환불받잖아요? 그럼 토스 전산상에서는 -3만원 +9천원 이런식으로 되니까 불편해요 정확한 소비금액을 적을수가없어요. 그냥 -2만천원으로 사용자가 임의로 바꿀수있게해주세요",3,2022년,이용내역 상쇄기능이있었으면 좋겠어요 예를들면 배민에 마라탕을 먹기위해 만원을 충전했는데 마라탕값이 만 천원이었다면 천원을 다시 환불받잖아요 그럼 토스 전산상에서는 만원 천원 이런식으로 되니까 불편해요 정확한 소비금액을 적을수가없어요 그냥 만천원으로 사용자가 임의로 바꿀수있게해주세요,"['상쇄', '배민', '먹기', '위해', '만원', '충전', '탕값', '천원', '었다', '천원', '환불', '전산', '만원', '천원', '불편', '정확', '소비', '금액', '수가', '천원', '사용자', '임의']"
2022년 1월 7일,토스의 편리함때문에 이용하게됬는데 토스가 돈에 눈이 멀어서 편의성은 개나줘버리기 시작했네. 초심을 잃으면 결국 추락하는건 한순간. 회사의 시작과 모토를 잊지마세요. 업데이트 할때마다 기능이 개같아지고 복잡해지는건 무슨 업뎃입니까??,1,2022년,토스의 편리함때문에 이용하게됬는데 토스가 돈에 눈이 멀어서 편의성은 개나줘버리기 시작했네 초심을 잃으면 결국 추락하는건 한순간 회사의 시작과 모토를 잊지마세요 업데이트 할때마다 기능이 개같아지고 복잡해지는건 무슨 업뎃입니까,"['편리', '편의', '성은', '리기', '시작', '초심', '추락', '한순간', '회사', '시작', '모토', '업데이트', '마다', '아지', '복잡', '해지', '업뎃입']"
2022년 12월 11일,업데이트 해야 할때 사용 못하게 하지 말아주세요 그거때문에 제때 돈 못 보내서 손해봤습니다 모든 어플리케이션이 그렇지는 않아요 ㅎㅎ 큰 변화가 있는거 아니면 버전 달라도 작동 하는거 압니다 충분히 편의성 좋게 업데이트 구상 할 수 있으면서 말도 안 되는 이유 대지 마세요,1,2022년,업데이트 해야 할때 사용 못하게 하지 말아주세요 그거때문에 제때 돈 못 보내서 손해봤습니다 모든 어플리케이션이 그렇지는 않아요 큰 변화가 있는거 아니면 버전 달라도 작동 하는거 압니다 충분히 편의성 좋게 업데이트 구상 할 수 있으면서 말도 안 되는 이유 대지 마세요,"['업데이트', '아주', '그거', '제때', '손해', '모든', '어플리케이션', '변화', '버전', '달라', '작동', '압니', '충분', '편의', '업데이트', '구상', '대지']"
2022년 2월 26일,"몇 달 전부터 카드 실적혜택은 아예 안되고, 롯데카드 사용 내역은 아예 토스에서 인식조차 못하고... 이거 갈수록 산으로 간다는 느낌이네요. 서비스 확대라는 취지는 좋지만 기존에 사용하던 서비스가 홀대받는 느낌입니다. 개선이 안된다면 다른 어플로 갈아타려합니다.",1,2022년,몇 달 전부터 카드 실적혜택은 아예 안되고 롯데카드 사용 내역은 아예 토스에서 인식조차 못하고 이거 갈수록 산으로 간다는 느낌이네요 서비스 확대라는 취지는 좋지만 기존에 사용하던 서비스가 홀대받는 느낌입니다 개선이 안된다면 다른 어플로 갈아타려합니다,"['전부', '카드', '실적', '혜택', '롯데', '카드', '인식', '조차', '갈수록', '간다', '느낌', '서비스', '확대', '취지', '기존', '서비스', '느낌', '개선', '어플', '아타']"
2022년 7월 20일,토스뱅크에있는 돈을 제 통장으로 옮기려고 했으나 본인확인이 되지않았다면서 되지않았습니다 그리고 거래정지가 되어있어 신분증을 제출했으나 아직도 해제가 되지않았습니다 + 입력란에 입력하는것이아닌 선택하는 방식인데 그 선택란에 딱맞는 것이없고 비슷한것만 있습니다,3,2022년,토스뱅크에있는 돈을 제 통장으로 옮기려고 했으나 본인확인이 되지않았다면서 되지않았습니다 그리고 거래정지가 되어있어 신분증을 제출했으나 아직도 해제가 되지않았습니다 입력란에 입력하는것이아닌 선택하는 방식인데 그 선택란에 딱맞는 것이없고 비슷한것만 있습니다,"['통장', '본인', '거래', '정지', '신분증', '제출', '아직', '해제', '입력', '입력', '이아', '선택', '방식', '선택']"
2022년 6월 21일,갑자기 매달 나눠지는 수입 지출 소비내역 이상해짐 이달 초까지는 문제 없었는데 오늘 보니 계좌이체로 돈을 받은 내역들에 모두 내00은 내토스계좌로 바뀌면서 수입이 아니라 지출로 분류되버려서 과비자 되버림 ㅋㅋㅋ 문의 넣을려고 해도 채팅문의는 정해진 문의만 가능하고 전화는 받지도 않음! 위에 활성화버튼에는 분면 수입 합계 라고 되어있는데 눌르면 수입이 아니라 지출에 합계되버림 어쩌라는건지 ㅋㅋㅋ 차라리 1:1상담이런데 글적을수 있게라도 해주면 그나마 문의글 남겨볼텐데 그런데가 하나도 없음 채팅문의도 안되고 전화문의도 안되서 여기다 적고 간다 제발 고쳐줘!!!,1,2022년,갑자기 매달 나눠지는 수입 지출 소비내역 이상해짐 이달 초까지는 문제 없었는데 오늘 보니 계좌이체로 돈을 받은 내역들에 모두 내 은 내토스계좌로 바뀌면서 수입이 아니라 지출로 분류되버려서 과비자 되버림 문의 넣을려고 해도 채팅문의는 정해진 문의만 가능하고 전화는 받지도 않음 위에 활성화버튼에는 분면 수입 합계 라고 되어있는데 눌르면 수입이 아니라 지출에 합계되버림 어쩌라는건지 차라리 상담이런데 글적을수 있게라도 해주면 그나마 문의글 남겨볼텐데 그런데가 하나도 없음 채팅문의도 안되고 전화문의도 안되서 여기다 적고 간다 제발 고쳐줘,"['매달', '수입', '지출', '소비', '이상', '문제', '오늘', '계좌', '이체', '모두', '계좌', '수입', '지출', '분류', '비자', '문의', '채팅', '문의', '정해진', '문의', '전화', '활성화', '버튼', '수입', '합계', '수입', '지출', '합계', '차라리', '상담', '런데', '게라', '그나', '문의', '채팅', '문의', '전화', '문의', '여기', '간다', '제발']"
2022년 1월 5일,왜 내역확인이 안되죠? 업데이트 후 토스 인증서까지 다 발행받았는데 은행 클릭해 들어가면 어떤 계좌를 연결할까 물어보고 다시 은행 클릭하면 이미ㅜ모든 계좌가 연결돼있다고 뜨고. 모든 은행의 입출금 내역을 편하게 보고싶은건데 그게 안되니 토스를 쓰는 이유가 없네요,1,2022년,왜 내역확인이 안되죠 업데이트 후 토스 인증서까지 다 발행받았는데 은행 클릭해 들어가면 어떤 계좌를 연결할까 물어보고 다시 은행 클릭하면 이미 모든 계좌가 연결돼있다고 뜨고 모든 은행의 입출금 내역을 편하게 보고싶은건데 그게 안되니 토스를 쓰는 이유가 없네요,"['업데이트', '인증서', '발행', '클릭', '계좌', '연결', '물어', '보고', '클릭', '모든', '계좌', '연결', '모든', '입출금', '보고', '그게']"
2022년 1월 16일,도대체 왜 계좌를 계속 연결하라고 뜨는거에요??? 이건 무슨 인내심테스트 업데이트도 아니고ㅜ자꾸 연결이 끊기는건가요? 아니면 하루에 한번씩 연결해서 쓰게끔 바꾼건가요? 정상적인 업데이트 맞나요?,1,2022년,도대체 왜 계좌를 계속 연결하라고 뜨는거에요 이건 무슨 인내심테스트 업데이트도 아니고 자꾸 연결이 끊기는건가요 아니면 하루에 한번씩 연결해서 쓰게끔 바꾼건가요 정상적인 업데이트 맞나요,"['계좌', '연결', '이건', '인내심', '테스트', '업데이트', '연결', '하루', '연결', '상적', '업데이트']"
2022년 4월 21일,토스 잘 사용 하고 있었는데 어제부터 혜택 기능에 포인트 받기가 안되고 계속 화면이 뱅글뱅글도는것만 나오고 진행이 안되네요. 왜 그런거죠? 포인트를 못받고 있는데 오류인가요? 언제 개선되나요?,1,2022년,토스 잘 사용 하고 있었는데 어제부터 혜택 기능에 포인트 받기가 안되고 계속 화면이 뱅글뱅글도는것만 나오고 진행이 안되네요 왜 그런거죠 포인트를 못받고 있는데 오류인가요 언제 개선되나요,"['어제', '부터', '혜택', '포인트', '화면', '뱅글', '뱅글', '진행', '포인트', '오류', '언제', '개선']"
