날짜,리뷰,별점,month,리뷰1,리뷰2
2023년 9월 22일,이것저것 잡다한거 죄다 합쳐놓으면 좋은줄 아나...쓰레기어플 진짜 답답하다... 토스보다 더 답답하다...,1,2023년,이것저것 잡다한거 죄다 합쳐놓으면 좋은줄 아나 쓰레기어플 진짜 답답하다 토스보다 더 답답하다,"['다한', '은줄', '쓰레기', '어플']"
2021년 9월 30일,편해졌다 알람 떠서 보니 뭐가 좋아진거죠? 결제 카드 선호 카드 저장 여전히 안되네요. 매번 카카오페이머니가 최우선으로 나오고 이것도 모자라 신용카드로 결제 카드 바꾸고 skt 할인 때문에 홈 갔다가 다시 오면 다시 카카오페이머니로 리셋... 일년 전에 개선 요청했던거 같은데요. 여전히 사용자 입장 고려가 안되었네요. 신용카드도 카드 디자인 안보여주고 단색으로 처리해 카드 구분도 잘안되고. 오히려 카카오톡앱에서 카카오페이 결제 메뉴로 가서 하면 그나마 위의 사항들이 다 적용되어 있더군요. 부서간 업무 공유가 안되나봅니다. 또한 전체 며뉴 보면 기능 들을 쭉 나열해 놓았는데 상단 분류 탭 지원등 좀더 접근 편하게 구성 못할까요? 우선 적어도 분류 섹션 메뉴 글자가 더 크게 표현되면 좋겠네요.,1,2021년,편해졌다 알람 떠서 보니 뭐가 좋아진거죠 결제 카드 선호 카드 저장 여전히 안되네요 매번 카카오페이머니가 최우선으로 나오고 이것도 모자라 신용카드로 결제 카드 바꾸고 SKT 할인 때문에 홈 갔다가 다시 오면 다시 카카오페이머니로 리셋 일년 전에 개선 요청했던거 같은데요 여전히 사용자 입장 고려가 안되었네요 신용카드도 카드 디자인 안보여주고 단색으로 처리해 카드 구분도 잘안되고 오히려 카카오톡앱에서 카카오페이 결제 메뉴로 가서 하면 그나마 위의 사항들이 다 적용되어 있더군요 부서간 업무 공유가 안되나봅니다 또한 전체 며뉴 보면 기능 들을 쭉 나열해 놓았는데 상단 분류 탭 지원등 좀더 접근 편하게 구성 못할까요 우선 적어도 분류 섹션 메뉴 글자가 더 크게 표현되면 좋겠네요,"['알람', '결제', '카드', '선호', '카드', '저장', '여전', '매번', '우선', '모자라', '신용카드', '결제', '카드', '할인', '리셋', '개선', '요청', '여전', '사용자', '입장', '고려', '신용카드', '카드', '디자인', '안보', '여주', '단색', '처리', '카드', '구분', '오히려', '톡앱', '결제', '메뉴', '그나', '사항', '적용', '부서', '업무', '공유', '또한', '전체', '며뉴', '나열', '상단', '분류', '지원', '좀더', '접근', '구성', '우선', '어도', '분류', '섹션', '메뉴', '글자', '크게', '표현']"
2022년 5월 19일,지문 변경한 적 없는데 지문 변경됐다고 재등록하라고 나와요. 그래서 재등록 계속 하는데도 비번입력 > 지문확인 이 단계만 무한으로 나오고 지문 등록 안되네요. 아예 지문사용 껐다가 재등록 하는 것도 똑같이 비번입력 > 지문확인 이것만 무한 반복이예요.,1,2022년,지문 변경한 적 없는데 지문 변경됐다고 재등록하라고 나와요 그래서 재등록 계속 하는데도 비번입력 지문확인 이 단계만 무한으로 나오고 지문 등록 안되네요 아예 지문사용 껐다가 재등록 하는 것도 똑같이 비번입력 지문확인 이것만 무한 반복이예요,"['지문', '변경', '지문', '변경', '등록', '래서', '등록', '비번', '입력', '지문', '단계', '무한', '지문', '등록', '지문', '등록', '비번', '입력', '지문', '무한', '반복', '이예']"
2023년 7월 28일,페이상품권 엄청 유용하네요~ 조카한테 용돈 줄때도 편하네요ㅎ,5,2023년,페이상품권 엄청 유용하네요 조카한테 용돈 줄때도 편하네요,"['상품권', '유용', '조카', '용돈', '줄때']"
2023년 8월 28일,아 업데이트 하니까 더 불편해져서 다운그레이 못함? 했음 최신버전 겁나 구리네 랙도 더심해지고 카카오페이 안써야겠음.. 차트 캔들 랙 지리네,1,2023년,아 업데이트 하니까 더 불편해져서 다운그레이 못함 했음 최신버전 겁나 구리네 랙도 더심해지고 카카오페이 안써야겠음 차트 캔들 랙 지리네,"['업데이트', '불편', '다운', '그레이', '최신', '버전', '구리', '심해', '지고', '차트', '캔들', '지리']"
2023년 9월 16일,갤럭시워치(LTE)에서 단독으로 결제 안되고 핸드폰하고 페어링 되어야만 결제되다면 뭐 하러 워치 페이하나??... 뇌가 있나?,1,2023년,갤럭시워치 LTE 에서 단독으로 결제 안되고 핸드폰하고 페어링 되어야만 결제되다면 뭐 하러 워치 페이하나 뇌가 있나,"['갤럭시', '단독', '결제', '핸드폰', '페어', '야만', '결제', '이하나']"
2021년 10월 1일,잘 사용했었는데요. 이번 업뎃하고 바코드 결제하면 시간초과 되었다고 해서 앱 종료 후 해도 시간초과 되었다고... 3번정도 앱을 종료하고 나면 되는데요. 수정 해주세요~,1,2021년,잘 사용했었는데요 이번 업뎃하고 바코드 결제하면 시간초과 되었다고 해서 앱 종료 후 해도 시간초과 되었다고 번정도 앱을 종료하고 나면 되는데요 수정 해주세요,"['이번', '업뎃', '바코드', '제하', '시간', '초과', '종료', '시간', '초과', '정도', '종료', '수정']"
2020년 9월 12일,"카카오페이 증권,자금보관,핸드폰없이 계산등등 다좋을데 조금 아쉬운게 충전단위가 만원부터라는점... 어플로 영화나 드라마,숙박 이것저것 쓰는데 최소충전금액때문에 아쉽네요. 부족한금액 넣을려는데 만원이하면 만원넣고 다시 빼기도 그렇고 또뺀다해도 무료송금은 횟수제한이있으니 이점은 정말 불편한점중 제일 자주느끼네요 최소금액을 천원단위로 해줬으면 하는생각이 많아요ㅎㅎ",4,2020년,카카오페이 증권 자금보관 핸드폰없이 계산등등 다좋을데 조금 아쉬운게 충전단위가 만원부터라는점 어플로 영화나 드라마 숙박 이것저것 쓰는데 최소충전금액때문에 아쉽네요 부족한금액 넣을려는데 만원이하면 만원넣고 다시 빼기도 그렇고 또뺀다해도 무료송금은 횟수제한이있으니 이점은 정말 불편한점중 제일 자주느끼네요 최소금액을 천원단위로 해줬으면 하는생각이 많아요,"['증권', '자금', '보관', '핸드폰', '계산', '등등', '조금', '충전', '단위', '만원', '부터', '어플', '영화', '드라마', '숙박', '최소', '충전', '금액', '부족', '금액', '만원', '이하', '만원', '빼기', '무료', '송금', '횟수', '제한', '이점', '불편', '제일', '자주', '최소', '금액', '천원', '단위', '생각']"
2020년 5월 21일,업데이트되고 당황 ㅠ결제하는 페이지 오른쪽상단에 잔액보여주고 충전하게 되있는걸 알람으로 바꿔서 너무너무 불편. 결제하려면 내 페이잔액을알아야할껀데. 잔액모자르면 +버튼누르고 바로충전하고 직관적으로 보였는데. 왜 없앴는지 이해불가.너무너무불편. 충전어디있는지한참찾음.,2,2020년,업데이트되고 당황 결제하는 페이지 오른쪽상단에 잔액보여주고 충전하게 되있는걸 알람으로 바꿔서 너무너무 불편 결제하려면 내 페이잔액을알아야할껀데 잔액모자르면 버튼누르고 바로충전하고 직관적으로 보였는데 왜 없앴는지 이해불가 너무너무불편 충전어디있는지한참찾음,"['업데이트', '당황', '제하', '페이지', '오른쪽', '상단', '여주', '전하', '는걸', '알람', '불편', '제하', '려면', '아야', '할껀데', '모자', '버튼', '바로', '충전', '직관', '불가', '불편', '충전', '한참']"
2023년 9월 22일,방문하기랑팔로워하기에는 안보이고 모두보기에는 보이는미션은뭐죠 인스타 앱가서 미션하고오면 목록새로고침 되고 없음.인스타가서 헛짓한거. 다시가서 구독취소하고 옴.,1,2023년,방문하기랑팔로워하기에는 안보이고 모두보기에는 보이는미션은뭐죠 인스타 앱가서 미션하고오면 목록새로고침 되고 없음 인스타가서 헛짓한거 다시가서 구독취소하고 옴,"['방문', '팔로워', '안보', '모두', '보이', '미션', '인스타', '미션', '목록', '새로고침', '인스타', '헛짓한거', '구독', '취소']"
2020년 12월 29일,사용한지 얼마 안됐는데 이벤트도 당첨되고 럭키볼도 당첨되서 기분이 아주 짱입니다. 앞으로 잘 사용하도록 하겠습니다. 결재하기도 편하고 포인트 적립도 되고 좋아요.,5,2020년,사용한지 얼마 안됐는데 이벤트도 당첨되고 럭키볼도 당첨되서 기분이 아주 짱입니다 앞으로 잘 사용하도록 하겠습니다 결재하기도 편하고 포인트 적립도 되고 좋아요,"['한지', '얼마', '이벤트', '당첨', '럭키', '당첨', '기분', '아주', '도록', '결재', '기도', '포인트', '적립']"
2020년 7월 27일,아직 사용한지 얼마 되지 않아서 잘 모르겠습니다. 그러나 ... 제가 제시했던 문제들이 보완 완충된 앱이라는 믿음을 갖고 도전해 보겠습니다. 아니면... 다시 리턴 ㅠ ㅠ 이렇게 하면 않됩니다. 어르신들 정말 적응하기 힘드시고 중간에서 설득하는 분들 죽어 나갑니다 ㅠ ㅠ,4,2020년,아직 사용한지 얼마 되지 않아서 잘 모르겠습니다 그러나 제가 제시했던 문제들이 보완 완충된 앱이라는 믿음을 갖고 도전해 보겠습니다 아니면 다시 리턴 이렇게 하면 않됩니다 어르신들 정말 적응하기 힘드시고 중간에서 설득하는 분들 죽어 나갑니다,"['아직', '한지', '얼마', '제시', '문제', '보완', '완충', '믿음', '도전', '리턴', '어르신', '적응', '중간', '설득']"
2020년 6월 21일,잘 사용하고 있습니다. 추가로 손님성향을 등록하는 옵션이 있으면 좋겠습니다. 가끔씩 디자이너분들이 불필요한 대화는을 안거셨으면 할때가 있습니다,5,2020년,잘 사용하고 있습니다 추가로 손님성향을 등록하는 옵션이 있으면 좋겠습니다 가끔씩 디자이너분들이 불필요한 대화는을 안거셨으면 할때가 있습니다,"['손님', '성향', '등록', '옵션', '가끔', '디자이너', '필요', '대화', '안거', '셨으']"
2023년 5월 27일,아니 이럴거면 만 18세 이상 깔라고 하세요. 카카오뱅크 미니 연결하려했는데 신분증 보여줘야되서 청소년증으로 하니까 뭔 자동차면허증? 언제 발급했냐고 하고 카카오톡에도 연결하려는데 18세 이상만 연결가능하고 다른 가상계좌나 일반 계좌는 연결 불가능...다른 토스나 네이버페이도 하는데 이건 좀 다른거에 비해 많이 심하네요...,1,2023년,아니 이럴거면 만 세 이상 깔라고 하세요 카카오뱅크 미니 연결하려했는데 신분증 보여줘야되서 청소년증으로 하니까 뭔 자동차면허증 언제 발급했냐고 하고 카카오톡에도 연결하려는데 세 이상만 연결가능하고 다른 가상계좌나 일반 계좌는 연결 불가능 다른 토스나 네이버페이도 하는데 이건 좀 다른거에 비해 많이 심하네요,"['이상', '미니', '연결', '신분증', '청소년증', '자동차', '면허증', '언제', '발급', '연결', '이상만', '연결', '가상', '계좌', '일반', '계좌', '연결', '불가능', '페이도', '이건']"
2021년 12월 31일,"처음에는 UI가 변경되어 당황했는데 조금 사용해 보니 외부 데이터 가지고 오는 속도도 빨리지고 개인의 모든 자산을 한곳에서 관리할 수 있을 것 같네요. 다만 새마을 금고, 케이프투자증권 등 아직 연결할 수 없는 금융,보험,주식등이 있다는 점은 아쉽네요. 빨리 보완해 주세요~",5,2021년,처음에는 UI가 변경되어 당황했는데 조금 사용해 보니 외부 데이터 가지고 오는 속도도 빨리지고 개인의 모든 자산을 한곳에서 관리할 수 있을 것 같네요 다만 새마을 금고 케이프투자증권 등 아직 연결할 수 없는 금융 보험 주식등이 있다는 점은 아쉽네요 빨리 보완해 주세요,"['처음', '변경', '당황', '조금', '외부', '데이터', '가지', '속도', '리지', '개인', '모든', '관리', '다만', '새마을', '금고', '케이프', '투자', '증권', '아직', '연결', '금융', '보험', '주식', '보완']"
2022년 1월 1일,업데이트 이후 우리카드 연동도 안되고 전체적으로 매우 불편해졌습니다. 너무 보기 불편해서 못쓰겠네요 이것저것 찾아가면서 노력할 정도로 쓰기에는 잘되있는 타앱이 많습니다.,1,2022년,업데이트 이후 우리카드 연동도 안되고 전체적으로 매우 불편해졌습니다 너무 보기 불편해서 못쓰겠네요 이것저것 찾아가면서 노력할 정도로 쓰기에는 잘되있는 타앱이 많습니다,"['업데이트', '이후', '우리카드', '연동', '체적', '매우', '불편', '불편', '아가', '노력', '정도', '쓰기']"
2023년 9월 21일,만보기는 걸음수 측정도 제대로 못하는데 쓸데없는 기능은 이래저래 왜 넣었는지 모르겠네요 이벤트 많이 하고 접속률 높이려는 건 알겠는데 하려면 제대로 하던가 실생활에서 실제 사용가능한 게 없네요,3,2023년,만보기는 걸음수 측정도 제대로 못하는데 쓸데없는 기능은 이래저래 왜 넣었는지 모르겠네요 이벤트 많이 하고 접속률 높이려는 건 알겠는데 하려면 제대로 하던가 실생활에서 실제 사용가능한 게 없네요,"['걸음', '측정', '제대로', '이벤트', '접속', '높이', '려면', '제대로', '실생활', '실제']"
2023년 7월 3일,사용하다보면 난잡하다는 느낌이 들어서 주로 사용하는 몇기능말고는 이용할 생각이 안든다.,2,2023년,사용하다보면 난잡하다는 느낌이 들어서 주로 사용하는 몇기능말고는 이용할 생각이 안든다,"['난잡', '느낌', '주로', '생각']"
2023년 9월 20일,유용하고 편리하고 좋아요,5,2023년,유용하고 편리하고 좋아요,"['유용', '편리']"
2022년 2월 10일,버킷리스트 퍼센테이지 어디로 갔나요. 그리고 계좌 보이는거 설정할 때 색깔 있으면 보이는건줄 알았는데 숨기기였더라고요. 인터페이스가 직관적이지 않네요.,1,2022년,버킷리스트 퍼센테이지 어디로 갔나요 그리고 계좌 보이는거 설정할 때 색깔 있으면 보이는건줄 알았는데 숨기기였더라고요 인터페이스가 직관적이지 않네요,"['버킷리스트', '퍼센', '테이', '계좌', '보이', '설정', '색깔', '보이', '건줄', '숨기', '고요', '인터페이스', '직관', '이지']"
2019년 6월 27일,다 좋은데 충전할 때 5천원부터라도 할 수 있게 해주시면 안되나요..2~3천원 결제하는데도 만원 충전해야 되고 8천원 들어있는데 결제금액이 9천원이면 또 만원충전해야 되고..조금써도 될 금액인데도 충전하느라 통장에서 만원씩 빠져나가는게 너무 불편해요..이것만 빼면 정말 완벽합니다,4,2019년,다 좋은데 충전할 때 천원부터라도 할 수 있게 해주시면 안되나요 천원 결제하는데도 만원 충전해야 되고 천원 들어있는데 결제금액이 천원이면 또 만원충전해야 되고 조금써도 될 금액인데도 충전하느라 통장에서 만원씩 빠져나가는게 너무 불편해요 이것만 빼면 정말 완벽합니다,"['충전', '천원', '해주시', '천원', '제하', '만원', '충전', '천원', '결제', '금액', '천원', '이면', '만원', '충전', '조금', '금액', '충전', '통장', '만원', '불편', '완벽']"
2021년 10월 30일,분명 입력할 정보 다 입력하고 얼굴인식까지 끝나서 결제 전 화면으로 넘어오기까지 했는데 결제는 안됩니다. 덕분에 페이지 나가면 끝나는 할인 있었는데 할인 못받았어요. 이런게 한두번이 아니라 좀 짜증나네요. 급할때 당하면 정말 화나는데 왜이러나요,1,2021년,분명 입력할 정보 다 입력하고 얼굴인식까지 끝나서 결제 전 화면으로 넘어오기까지 했는데 결제는 안됩니다 덕분에 페이지 나가면 끝나는 할인 있었는데 할인 못받았어요 이런게 한두번이 아니라 좀 짜증나네요 급할때 당하면 정말 화나는데 왜이러나요,"['분명', '입력', '정보', '입력', '얼굴인식', '결제', '화면', '오기', '결제', '덕분', '페이지', '가면', '할인', '할인', '짜증', '당하']"
2020년 11월 10일,카카오페이 앱 작동시 바로 카메라가 켜지게 세팅이 되어있습니다. 하지만 직업특성상 휴대폰 카메라를 사용못하는 보안앱으로 인해 사용을 하고싶어도 사용못하는경우가 많습니다. 이를 개선해주십시오.,5,2020년,카카오페이 앱 작동시 바로 카메라가 켜지게 세팅이 되어있습니다 하지만 직업특성상 휴대폰 카메라를 사용못하는 보안앱으로 인해 사용을 하고싶어도 사용못하는경우가 많습니다 이를 개선해주십시오,"['작동', '바로', '카메라', '지게', '세팅', '직업', '특성', '휴대폰', '카메라', '보안', '어도', '개선', '시오']"
2023년 9월 14일,정보를 쉽게 찾아 볼 수 있어요.,5,2023년,정보를 쉽게 찾아 볼 수 있어요,['정보']
2021년 3월 4일,뭐야 평이 왜 지워지는거야 신경질나게 하는것들이 데이터 무시하냐? 왜 데이터는 네트워크가 원활하지 않다고 하면서 와이파이 연결 하니까 연결ㅇㅣ 바로바로 되냐? 출근길에 열받게 하네 진짜 욕 나오게 해,1,2021년,뭐야 평이 왜 지워지는거야 신경질나게 하는것들이 데이터 무시하냐 왜 데이터는 네트워크가 원활하지 않다고 하면서 와이파이 연결 하니까 연결 바로바로 되냐 출근길에 열받게 하네 진짜 욕 나오게 해,"['평이', '신경질', '데이터', '무시', '데이터', '네트워크', '원활', '와이파이', '연결', '연결', '바로', '바로', '출근길']"
2020년 12월 23일,"일때문에 대충 남겨서 3글자썻는데 다시 수정해요! 잘쓰고있고, 처음은 동생이 추천해서 시작햇는데 여러 이벤트들이 정말 많더라구요 또 이번에 페이포인트 500원 당첨됫는데! 금액은 작지만 소소하게 행복했어요 크리스마스 오기전에 기분좋은 선물받은거 같아서 더 좋아요 앞으로도 더 많은 이벤트 햇으면 좋겠어요!! 어쨋든 정말 좋아요 🙂",5,2020년,일때문에 대충 남겨서 글자썻는데 다시 수정해요 잘쓰고있고 처음은 동생이 추천해서 시작햇는데 여러 이벤트들이 정말 많더라구요 또 이번에 페이포인트 원 당첨됫는데 금액은 작지만 소소하게 행복했어요 크리스마스 오기전에 기분좋은 선물받은거 같아서 더 좋아요 앞으로도 더 많은 이벤트 햇으면 좋겠어요 어쨋든 정말 좋아요,"['대충', '글자', '썻는데', '수정', '처음', '동생', '추천', '시작', '여러', '이벤트', '이번', '포인트', '당첨', '됫는데', '금액', '소하', '행복', '크리스마스', '기전', '기분', '선물', '이벤트', '햇으', '어쨋']"
2023년 6월 26일,잘 사용중이었는데 어제부터 버그있다고 업데이트하라고 뜨는데 언제 업데이트되나요?,5,2023년,잘 사용중이었는데 어제부터 버그있다고 업데이트하라고 뜨는데 언제 업데이트되나요,"['중이', '었는데', '어제', '부터', '버그', '업데이트', '언제', '업데이트']"
2023년 9월 13일,"참조은 앱, 쓸수록 재미나고 다양한 컨텐츠도 만족",4,2023년,참조은 앱 쓸수록 재미나고 다양한 컨텐츠도 만족,"['참조', '수록', '재미나', '다양', '컨텐츠', '만족']"
2023년 9월 13일,편리한페이~ 폰하나만있음 다 해결되요,5,2023년,편리한페이 폰하나만있음 다 해결되요,"['편리', '한페이', '해결']"
2022년 7월 21일,잘 사용하고있는데 1. 환전 수수료 및 스프레드에 대한 안내 2. 미국 주식 매도시 세금계산 에 대한 서비스가 부족합니다. 환율 스프레드가 너무 커서 환전 매도 매수할때 손해가 너무커요 우대 환율적용되는거 맞나요?,4,2022년,잘 사용하고있는데 환전 수수료 및 스프레드에 대한 안내 미국 주식 매도시 세금계산 에 대한 서비스가 부족합니다 환율 스프레드가 너무 커서 환전 매도 매수할때 손해가 너무커요 우대 환율적용되는거 맞나요,"['환전', '수수료', '스프레드', '대한', '안내', '미국', '주식', '매도', '세금', '계산', '대한', '서비스', '부족', '환율', '스프레드', '커서', '환전', '매도', '매수', '손해', '우대', '환율', '적용']"
2023년 10월 17일,카카오페이 설치가 안되네요 계속 대기중입니다,4,2023년,카카오페이 설치가 안되네요 계속 대기중입니다,"['설치', '대기']"
2023년 5월 9일,"급하게 계좌이체를 해야하는데, 페이머니 인증을 위해 신분증 촬영을 해야한다는데 신분증 촬영 점검 공지글도 보이지 않고 계속 점검 중이라고 뜨고 있습니다;;; 병원비로 보내줘야 하는데 이렇게 되니 속에 천불이 나네요. 언제까지 점검 하는건지요?",1,2023년,급하게 계좌이체를 해야하는데 페이머니 인증을 위해 신분증 촬영을 해야한다는데 신분증 촬영 점검 공지글도 보이지 않고 계속 점검 중이라고 뜨고 있습니다 병원비로 보내줘야 하는데 이렇게 되니 속에 천불이 나네요 언제까지 점검 하는건지요,"['계좌', '이체', '인증', '위해', '신분증', '촬영', '신분증', '촬영', '점검', '공지', '보이지', '점검', '중이', '병원', '언제', '점검']"
2022년 5월 15일,미성년자는 전에 등록해둔 통장으로 pay머니 충전은 되는데 출금은 안되네요;; 본인인증을 하라고 해서 하면 신분증 발급일자를 쓰라고 하고;; 그러면 분류칸에 학생을 넣질 말았어야죠;; 아니면 다른 본인인증 방법을 넣던지 해야죠;;;,1,2022년,미성년자는 전에 등록해둔 통장으로 PAY머니 충전은 되는데 출금은 안되네요 본인인증을 하라고 해서 하면 신분증 발급일자를 쓰라고 하고 그러면 분류칸에 학생을 넣질 말았어야죠 아니면 다른 본인인증 방법을 넣던지 해야죠,"['미성년', '등록', '통장', '충전', '출금', '본인인증', '신분증', '발급', '일자', '분류', '학생', '본인인증', '방법']"
2021년 11월 25일,앱에 숫자1이 없어지질않음. new라고 되어있거나 뭔가 빨간색이 찍힌 모든 메뉴를 다 들어가봐도 없어지질않음. 쿠폰은 강제로 중국알리페이에 내 정보를 넘기라면서 삭제도 안됨. 심지어 알림들 다 안받는걸로 설정했는데도 광고문구가 알림으로 뜸. 이런 쓰레기앱을 믿고 지불수단으로 쓸 수가 있을까 싶음.,1,2021년,앱에 숫자 이 없어지질않음 NEW라고 되어있거나 뭔가 빨간색이 찍힌 모든 메뉴를 다 들어가봐도 없어지질않음 쿠폰은 강제로 중국알리페이에 내 정보를 넘기라면서 삭제도 안됨 심지어 알림들 다 안받는걸로 설정했는데도 광고문구가 알림으로 뜸 이런 쓰레기앱을 믿고 지불수단으로 쓸 수가 있을까 싶음,"['숫자', '지질', '거나', '뭔가', '빨간색', '모든', '메뉴', '지질', '쿠폰', '강제', '중국', '알리페', '정보', '심지어', '알림', '는걸', '설정', '광고', '문구', '알림', '쓰레기', '지불', '수단', '수가']"
2020년 9월 30일,앱의 사용이나 내용은 좋은것 같네요. 제가 g7(안드로이드 10)을 쓰는데 앱종료 할때 밑에 종료버튼도 안보이고 앱접는 버튼도 안보이고 불편하네요.,2,2020년,앱의 사용이나 내용은 좋은것 같네요 제가 G 안드로이드 을 쓰는데 앱종료 할때 밑에 종료버튼도 안보이고 앱접는 버튼도 안보이고 불편하네요,"['이나', '내용', '안드로이드', '종료', '종료', '버튼', '안보', '버튼', '안보', '불편']"
2021년 3월 17일,삭제할까 해요. 카카오페이에 충전을 했지만 사용 가능한 가맹점이 너무 적어서 무용지물 인것 같아요. 홈플러스에서도 불가 Impasibil 카카오페이 앱이나 접근성이나 사용방법은 매우 편리하게 잘 돼 있어서 더욱 아쉬움이 남네요,1,2021년,삭제할까 해요 카카오페이에 충전을 했지만 사용 가능한 가맹점이 너무 적어서 무용지물 인것 같아요 홈플러스에서도 불가 IMPASIBIL 카카오페이 앱이나 접근성이나 사용방법은 매우 편리하게 잘 돼 있어서 더욱 아쉬움이 남네요,"['충전', '가맹', '무용지물', '홈플러스', '불가', '이나', '접근성', '이나', '방법', '매우', '리하', '더욱', '아쉬움']"
2022년 2월 10일,펀드투자를 했는데 메뉴를 찾아들어가기 너무 어려움. 기능이 아무리 좋아도 사용자가 친화적이지 않음...ux에 개선이....,2,2022년,펀드투자를 했는데 메뉴를 찾아들어가기 너무 어려움 기능이 아무리 좋아도 사용자가 친화적이지 않음 UX에 개선이,"['펀드', '투자', '메뉴', '아들', '어려움', '사용자', '이지', '개선']"
2023년 10월 10일,무신사 첫결제 2만원 이상 결제시 1만원 쿠폰 왜 받았는데 안써지나요 두시간째 몸비트는데 진짜 빡치네요,1,2023년,무신사 첫결제 만원 이상 결제시 만원 쿠폰 왜 받았는데 안써지나요 두시간째 몸비트는데 진짜 빡치네요,"['무신', '결제', '만원', '이상', '결제', '만원', '쿠폰', '지나', '두시', '비트']"
2021년 12월 27일,최악 더 이상 쓰지 않는 아이디로 가입되어 있다고 그걸 쓰라고함. 안쓸래 네이버페이 쓰는게 더 좋음. 새롭게 인증을 하면 그걸로 되어야 하는데 그러지 않게함. 너무 복잡해. 뭐하러 그런 노력까지 들이며 써야함. 아니지,1,2021년,최악 더 이상 쓰지 않는 아이디로 가입되어 있다고 그걸 쓰라고함 안쓸래 네이버페이 쓰는게 더 좋음 새롭게 인증을 하면 그걸로 되어야 하는데 그러지 않게함 너무 복잡해 뭐하러 그런 노력까지 들이며 써야함 아니지,"['최악', '이상', '아이디', '가입', '고함', '인증', '노력', '니지']"
2022년 11월 12일,"어느날 갑자기 인증을 하래서 하려는데, 학생신분으로도 예전에는 잘 됐었는데 학생신분인데도 인증을 운전면허증과 주민등록증으로만 인증이 가능함. 인증이 불가능해져서 여러 기능을 사용하지 못하고 있음.",1,2022년,어느날 갑자기 인증을 하래서 하려는데 학생신분으로도 예전에는 잘 됐었는데 학생신분인데도 인증을 운전면허증과 주민등록증으로만 인증이 가능함 인증이 불가능해져서 여러 기능을 사용하지 못하고 있음,"['인증', '하래', '학생', '신분', '학생', '신분', '인증', '운전면허증', '주민등록증', '인증', '인증', '불가능', '여러']"
2022년 2월 7일,겉으로만 그럴싸하게 보기좋은 앱. 진짜 뭐하나 찾으려고 들어가려면 엄청 헤매다 들어가든가 못찾아서 포기. 가뜩이나 카카오뱅크랑 헤갈리는데 사용자경험은 하면서 개발하시나요? 펀드 해지하는것도 복잡해서 고객센터전화연결도 한참기다리다 겨우해지했다 생각했구만 왜 또 해지버튼눌렀는데 아직도 펀드가 살아있는건지..진짜 개미지옥아니구 앱지옥이네요 너무 답답해서 글남깁니다. 서비스도 중요하지만 좀 심플하게 만들어주시죠,1,2022년,겉으로만 그럴싸하게 보기좋은 앱 진짜 뭐하나 찾으려고 들어가려면 엄청 헤매다 들어가든가 못찾아서 포기 가뜩이나 카카오뱅크랑 헤갈리는데 사용자경험은 하면서 개발하시나요 펀드 해지하는것도 복잡해서 고객센터전화연결도 한참기다리다 겨우해지했다 생각했구만 왜 또 해지버튼눌렀는데 아직도 펀드가 살아있는건지 진짜 개미지옥아니구 앱지옥이네요 너무 답답해서 글남깁니다 서비스도 중요하지만 좀 심플하게 만들어주시죠,"['로만', '려면', '포기', '가뜩이나', '갈리', '사용자', '경험', '개발', '시나', '펀드', '지하', '복잡', '고객', '센터', '전화', '연결', '한참', '다리', '겨우', '해지', '생각', '해지', '버튼', '아직', '펀드', '개미지옥', '지옥', '답답', '서비스', '요하', '플하']"
2022년 11월 13일,쇼핑몰에서 결제하려니까 갑자기 본인인증 어쩌구 창이 뜨더니 인증수단이 없으면 결제가 아예 안되더라구요? 예전엔 바로바로 나왔는데 왜이런거죠? 결제가 아예 안되고 인증하라고만 뜨는데 민증 아직 안만들어서 뭐 할 수도 없네요 예 토스로 갑니다 걍,1,2022년,쇼핑몰에서 결제하려니까 갑자기 본인인증 어쩌구 창이 뜨더니 인증수단이 없으면 결제가 아예 안되더라구요 예전엔 바로바로 나왔는데 왜이런거죠 결제가 아예 안되고 인증하라고만 뜨는데 민증 아직 안만들어서 뭐 할 수도 없네요 예 토스로 갑니다 걍,"['쇼핑몰', '제하', '본인인증', '어쩌구', '인증', '수단', '결제', '바로', '바로', '결제', '인증', '민증', '아직', '수도']"
2022년 9월 24일,업데이트 된후 사용하기 불편해짐. 캐쉬충전도 알아보기 힘들어짐. 고객의 편의를 위해 업데트 되어야 하는데 오히려 불편해서 사용 안하게 될듯.,1,2022년,업데이트 된후 사용하기 불편해짐 캐쉬충전도 알아보기 힘들어짐 고객의 편의를 위해 업데트 되어야 하는데 오히려 불편해서 사용 안하게 될듯,"['업데이트', '불편', '캐쉬', '충전', '아보', '고객', '편의', '위해', '업데', '오히려', '불편']"
2021년 10월 15일,제발 시작할 때 소리 좀 빼주라. 소리날 때마다 스트레스다. 앱 시작할 때 소리나는 앱은 게임 빼고 이거말고는 없는 거 같다. 그래도 게임은 소리 안나게하는 설정이라도 있지. 이거는 설정도 없고.,1,2021년,제발 시작할 때 소리 좀 빼주라 소리날 때마다 스트레스다 앱 시작할 때 소리나는 앱은 게임 빼고 이거말고는 없는 거 같다 그래도 게임은 소리 안나게하는 설정이라도 있지 이거는 설정도 없고,"['제발', '시작', '소리', '빼주', '소리', '마다', '스트레스', '시작', '소리', '게임', '게임', '소리', '설정', '설정']"
